,Unnamed: 0,Unnamed: 0.1,RegionName,State,Date,Price,Housing Inventory,UnemploymentRate,cases,deaths,cases_rate,death_rate,fully_vaccinated,fully_vaccinated_rate,inventory_price_increased,inventory_price_decreased,median_days_on_market,Population,Area,GDP,GDP_pp,Population_Density,Violent_Crimes,Violent_Crimes_pp,Property_Crime,Property_Crimes_pp,Revenue_pp,Expenditures_pp,Hospital,Hospital_pp,School,School_pp,Public_School,Public_School_pp,Private_School,Private_School_pp,latitude,longitude,x_dist,y_dist
782,782,793,Lake County,CA,2021-03,288327,196,7.9,164.0,1.0,0.0025280942177552,1.5415208644849008e-05,7662,0.1181164670397145,20,48,66,68766,"1,258","1,768,943",25.7240933,51.1,307,4.8,"1,832",28.5,35392,33872,2,2.91e-05,55,0.000799814,46,0.000668935,9,0.000130879,42.3689363,-87.8271534,0.0,1071.395161605948
783,783,794,Tehama County,CA,2021-03,261707,144,7.9,193.0,2.0,0.0029293465887531,3.0355923199514302e-05,3688,0.0559864410209708,0,40,68,65498,"2,951","1,882,273",28.73786986,21.5,321,5.1,"1,589",25.1,31276,31226,1,1.53e-05,54,0.000824453,42,0.000641241,12,0.000183212,40.0982197,-122.174605,3205.7003103162606,819.2129049626614
784,784,795,Tuolumne County,CA,2021-03,313292,153,8.2,74.0,2.0,0.00141353555806,3.820366373135184e-05,7090,0.1354319879276422,8,32,46,55810,"2,236","2,455,844",44.00365526,24.5,151,2.8,"1,157",21.3,40378,40389,3,5.38e-05,39,0.000698799,31,0.000555456,8,0.000143343,38.029655,-119.9740534,3002.030984204664,589.5676215863596
785,785,796,San Benito County,CA,2021-03,693864,43,8.2,131.0,1.0,0.0020461716285027,1.5619630751929024e-05,6661,0.1040423604385992,4,4,33,66677,"1,389","2,075,377",31.1258305,41,196,3.4,736,12.9,23295,22862,2,3e-05,36,0.000539916,29,0.000434933,7,0.000104984,36.5760883,-120.9876321,3095.8864574818285,428.2459289372278
786,786,797,Calaveras County,CA,2021-03,382723,134,6.3,95.0,0.0,0.0021450021450021,0.0,6137,0.1385671385671389,4,28,51,46221,"1,020","1,292,735",27.96856407,44,113,2.5,989,22.0,33400,33016,1,2.16e-05,26,0.000562515,22,0.000475974,4,8.65e-05,38.1960477,-120.6805037,3067.4549149197924,608.0369805698822
787,787,798,Siskiyou County,CA,2021-03,237108,83,9.3,68.0,3.0,0.0015470015470015,6.825006825006825e-05,4244,0.0965586798920132,0,12,86,44118,"6,287","1,546,848",35.06160751,7.1,137,3.1,724,16.4,37841,37241,2,4.53e-05,57,0.00129199,50,0.001133324,7,0.000158665,41.7743261,-122.5770126,3242.904787300617,1005.3490263926586
788,788,799,Amador County,CA,2021-03,361766,76,7.4,103.0,4.0,0.0026731722509148,0.0001038125145986,5249,0.136236623324942,0,16,42,41259,606,"1,570,431",38.06274995,62.5,81,2.2,629,16.9,30909,30810,1,2.42e-05,19,0.000460506,16,0.000387794,3,7.27e-05,38.3488921,-120.7740931,3076.1194295158457,625.0029594891616
789,789,800,Lassen County,CA,2021-03,194488,56,6.6,20.0,0.0,0.0006652253450856,0.0,1166,0.0387937247075779,0,8,100,33159,"4,558","1,071,059",32.30070267,7.3,140,4.2,521,15.6,32798,31720,1,3.02e-05,31,0.000934889,29,0.000874574,2,6.03e-05,40.5394389,-120.7120023,3070.3711302375955,868.2062232216956
790,790,801,Del Norte County,CA,2021-03,287507,73,8.3,184.0,0.0,0.0066768270556644,0.0,2353,0.0853956503858528,0,8,79,28100,"1,008","688,089",24.48715302,27.9,165,5.9,649,23.1,40143,39264,1,3.56e-05,18,0.000640569,16,0.000569395,2,7.12e-05,41.7076287,-123.9659708,3371.2214777270856,997.9410624597137
791,791,802,Glenn County,CA,2021-03,280690,30,7.4,97.0,1.0,0.0033051655990186,3.407387215483168e-05,2717,0.0925787106446776,0,4,59,28805,"1,315","982,720",34.11629925,21.3,125,4.5,527,18.8,43299,43366,1,3.47e-05,35,0.001215067,32,0.001110918,3,0.000104149,39.6437813,-122.4467238,3230.8603617743934,768.7556297833373
792,792,803,Colusa County,CA,2021-03,276610,24,15.6,16.0,1.0,0.0007081839507812,4.426149692382596e-05,2586,0.1144897387096296,0,0,70,21917,"1,151","1,199,687",54.73773783,18.6,40,1.9,350,16.3,42181,40480,1,4.56e-05,24,0.00109504,20,0.000912534,4,0.000182507,39.1040645,-122.2653887,3214.094795551754,708.8348522819572
793,793,804,Plumas County,CA,2021-03,304664,114,11.9,29.0,0.0,0.0015265568247618,0.0,2378,0.1251776596304676,4,12,99,19915,"2,554","1,006,000",50.51468742,7.6,91,4.7,312,16.2,49764,48982,3,0.00015064,19,0.000954055,16,0.000803415,3,0.00015064,39.99268319999999,-120.8039474,3078.8832068436723,807.4946062610758
794,794,805,Inyo County,CA,2021-03,395571,26,6.4,66.0,1.0,0.0035766542025686,5.419173034194982e-05,2640,0.1431022959229755,0,4,44,18970,"10,192","1,224,445",64.54638904,1.8,106,5.7,303,16.4,64893,62300,2,0.00010543,29,0.00152873,28,0.001476015,1,5.27e-05,36.3091865,-117.5495846,2777.2347705430557,398.628576177204
795,795,806,Mariposa County,CA,2021-03,325953,50,9.3,17.0,0.0,0.0009553245293621,0.0,1923,0.1080827947925446,0,4,111,17147,"1,451","664,863",38.77430454,12.4,71,4.0,276,15.4,58085,57969,1,5.83e-05,17,0.000991427,16,0.000933108,1,5.83e-05,37.4893626,-119.9679294,3001.463685972131,529.5995237959149
796,796,807,Mono County,CA,2021-03,516116,58,7.7,50.0,0.0,0.0035814053434567,0.0,657,0.0470596662130219,0,12,39,13247,"3,044","1,027,563",77.56948743,4.7,36,2.5,184,13.0,67323,67973,1,7.55e-05,0,0.0,0,0.0,0,0.0,37.9218608,-118.9528645,2907.39605347475,577.6028946195834
797,797,808,Trinity County,CA,2021-03,303031,79,7.4,10.0,0.0,0.0007488392990864,0.0,1701,0.1273775647745994,0,4,110,16060,"3,179","371,527",23.13368618,4.3,34,2.5,174,12.9,64746,64241,1,6.23e-05,25,0.001556663,24,0.001494396,1,6.23e-05,40.6329485,-123.0622553,3287.7507874765697,878.590082609882
798,798,809,Modoc County,CA,2021-03,145442,44,9.1,13.0,0.0,0.0013720316622691,0.0,859,0.0907299912049251,0,4,137,8661,"3,944","357,793",41.31081861,2.4,49,5.2,166,17.8,64291,62953,2,0.00023092,17,0.001962822,15,0.001731902,2,0.00023092,41.4565165,-120.629366,3062.72030914532,970.0512419048911
799,799,810,Sierra County,CA,2021-03,271632,19,7.4,4.0,0.0,0.0012841091492776,0.0,433,0.1391118245050828,0,0,94,3283,953,"82,019",24.98294243,3.2,11,3.6,29,9.6,104352,100503,1,0.000304599,0,0.0,0,0.0,0,0.0,39.5532845,-120.2512728,3027.708435296758,758.7080481082694
800,800,811,Alpine County,CA,2021-03,440771,27,7.7,5.0,0.0,0.0044762757385854,0.0,75,0.0677409728439272,0,0,167,1235,739,"99,643",80.68259109,1.6,4,3.3,24,20.0,252437,247344,0,0.0,0,0.0,0,0.0,0,0.0,38.5940736,-119.8815203,2993.458870549918,652.2194342661168
801,801,812,Los Angeles County,CA,2021-04,734634,7406,10.3,11437.0,268.0,0.0011149828365565,2.6127078796637444e-05,1634758,0.1593711186136553,668,1288,35,9829544,"4,060","662,418,536",67.39056624,"2,457.90","42,725",4.3,"217,493",21.8,33864,33230,131,1.33e-05,3232,0.000328805,2283,0.000232259,949,9.65e-05,34.0522265,-118.2436596,2841.630363614631,148.23254839934924
802,802,813,San Diego County,CA,2021-04,721266,2247,6.7,6293.0,50.0,0.0018671274601547,1.4834955189534355e-05,486891,0.1444601233437514,528,396,28,3286069,"4,204","203,932,550",62.05972851,756.7,"10,585",3.3,"59,050",18.6,22016,21083,37,1.13e-05,1058,0.000321965,789,0.000240105,269,8.19e-05,32.7157305,-117.1610966,2741.1773351781135,0.0
803,803,814,Orange County,CA,2021-04,846047,2354,6.2,2747.0,45.0,0.0008508545249385,1.3938279440201524e-05,577210,0.1787848649282636,276,496,28,3167809,948,"220,075,102",69.4723394,"3,903.60","6,257",2.0,"54,754",17.7,20776,20309,41,1.29e-05,959,0.000302733,642,0.000202664,317,0.000100069,33.7174708,-117.8311428,2803.3613340096917,111.10134270368917
804,804,815,Riverside County,CA,2021-04,470926,2126,7.5,2894.0,41.0,0.0011725405111936,1.661166584621244e-05,288238,0.1167835223079141,408,352,30,2458395,"7,208","75,327,830",30.64106053,314.6,"6,260",2.8,"61,434",27.1,27929,28072,24,9.76e-06,697,0.000283518,538,0.000218842,159,6.47e-05,33.9532966,-117.3961192,2762.992090010958,137.25900290052763
805,805,816,San Bernardino County,CA,2021-04,425063,2023,7.6,2503.0,88.0,0.0011288005130337,3.968615467318001e-05,237844,0.1072626565009979,340,372,26,2194710,"20,062","78,146,465",35.60673848,103.6,"8,281",4.0,"54,778",26.4,29477,27905,32,1.46e-05,740,0.000337174,587,0.000267461,153,6.97e-05,34.9592083,-116.419389,2672.3088151510783,248.84545588943442
806,806,817,Santa Clara County,CA,2021-04,1368448,1194,4.9,3203.0,32.0,0.0016278839287756,1.6263592170096846e-05,353924,0.1798777011751292,88,232,28,1885508,"1,291","282,946,368",150.0637324,"1,427.30","4,676",2.5,"43,084",23.4,39774,38937,17,9.02e-06,631,0.000334658,426,0.000225934,205,0.000108724,37.3336581,-121.8907041,3179.4447585627577,512.3186021105837
807,807,818,Alameda County,CA,2021-04,1035837,959,6.3,2724.0,37.0,0.0016157676141803,2.1946916932698887e-05,279862,0.1660029207194317,76,140,28,1648556,738,119117078,72.25540291,2109.8,10356,6.6,57620,37.0,27341,26306,27,1.64e-05,562,0.000340904,401,0.000243243,161,9.77e-05,37.6016892,-121.7195459,3163.612809522244,542.066416629334
808,808,819,Sacramento County,CA,2021-04,462950,887,7.1,4325.0,41.0,0.0027583347948787,2.6148376090180016e-05,215634,0.1375243015141609,132,212,25,1588921,966,"77,961,074",49.06541861,"1,503.00","7,452",5.1,"40,246",27.8,33750,33214,19,1.2e-05,511,0.000321602,398,0.000250484,113,7.11e-05,38.47467,-121.3541631,3129.807814234712,638.9648451122517
809,809,820,Contra Costa County,CA,2021-04,801134,732,6.6,2294.0,21.0,0.0019774174445456,1.81019033720398e-05,227523,0.1961240664230668,44,92,27,1161413,720,"71,878,033",61.88843504,"1,496.00","3,650",3.4,"32,232",29.8,38948,37226,12,1.03e-05,394,0.000339242,289,0.000248835,105,9.04e-05,37.8534093,-121.9017954,3180.470614251112,570.0051647719922
810,810,821,Fresno County,CA,2021-04,316128,551,9.5,1729.0,35.0,0.0016750191576077,3.3907270396918505e-05,133888,0.1297082263236025,40,108,17,1013581,"5,963","39,921,581",39.38667063,159.2,"4,547",4.8,"32,535",34.3,26135,25200,15,1.48e-05,421,0.000415359,367,0.000362083,54,5.33e-05,36.9858984,-119.2320784,2933.2784760347017,473.72400798323304
811,811,822,Kern County,CA,2021-04,272397,812,10.6,1095.0,26.0,0.0011809100232838,2.803987269897796e-05,104031,0.1121936419229167,100,176,23,917673,"8,142","46,781,960",50.97889989,105.5,"4,465",5.2,"28,283",33.0,34507,33308,15,1.63e-05,329,0.000358516,276,0.000300761,53,5.78e-05,35.4937274,-118.8596804,2898.7569165982814,308.14753321855574
812,812,823,Ventura County,CA,2021-04,696982,542,6.1,878.0,16.0,0.0010296137072308,1.876289215910464e-05,145074,0.1701254885681215,60,108,29,839784,"1,846","46,470,387",55.33611857,453.5,"1,890",2.3,"16,812",20.1,30789,30258,13,1.55e-05,310,0.000369143,226,0.000269117,84,0.000100026,34.3704884,-119.1390642,2924.6568990224373,183.53613489409116
813,813,824,San Francisco County,CA,2021-04,1435072,924,5.3,911.0,11.0,0.001020979961447,1.2327968799031694e-05,182787,0.2048538575335096,28,168,37,815201,47,"155,258,114",190.4537826,"17,680.10","6,822",8.2,"45,936",55.4,32198,34059,18,2.21e-05,242,0.000296859,134,0.000164377,108,0.000132483,37.7749295,-122.4194155,3228.3357028010464,561.2944592245964
814,814,825,San Mateo County,CA,2021-04,1478328,547,4.8,1046.0,9.0,0.0013444712795998,1.1568108524282102e-05,137328,0.1765143403843097,16,88,33,737888,449,"113,829,269",154.2636132,"1,649.70","1,561",2.1,"14,186",19.2,32749,30849,11,1.49e-05,269,0.000364554,182,0.00024665,87,0.000117904,37.4337342,-122.4014193,3226.6719178071635,523.4255328009211
815,815,826,San Joaquin County,CA,2021-04,454316,401,8.9,2121.0,32.0,0.0027103872620743,4.089221706099968e-05,94350,0.1205685722013857,60,68,24,789410,"1,399","26,787,016",33.93295753,503.9,"5,346",7.6,"25,092",35.8,29849,29388,10,1.27e-05,289,0.000366096,251,0.000317959,38,4.81e-05,37.9175935,-121.1710389,3112.8614730972126,577.1292458346104
816,816,827,Stanislaus County,CA,2021-04,385055,298,8.6,1958.0,31.0,0.0034821084006309,5.513041900896846e-05,66723,0.1186608169142496,20,68,29,552999,"1,495","20,632,799",37.31073474,349.8,"2,826",5.4,"18,559",35.5,28292,27638,12,2.17e-05,231,0.000417722,197,0.000356239,34,6.15e-05,37.5090711,-120.9876321,3095.8864574818285,531.7869115190105
817,817,828,Sonoma County,CA,2021-04,720798,604,5.7,526.0,4.0,0.001059057559577,8.05366965457811e-06,85923,0.1729995355717166,36,160,32,485887,"1,576","26,325,465",54.18022092,312.1,"1,821",3.7,"8,583",17.5,31332,30726,12,2.47e-05,231,0.000475419,181,0.000372515,50,0.000102905,38.5779555,-122.9888319,3280.966218825282,650.430202759301
818,818,829,Tulare County,CA,2021-04,268639,326,11.0,490.0,12.0,0.0010115126655835,2.47717387489859e-05,55882,0.1153585468347565,52,64,34,477054,"4,824","16,847,054",35.31477359,93.5,"1,903",4.2,"11,398",25.3,27942,27295,7,1.47e-05,223,0.000467452,204,0.000427625,19,3.98e-05,36.1341739,-118.8596804,2898.7569165982814,379.2086328094946
819,819,830,Santa Barbara County,CA,2021-04,739962,435,5.9,747.0,7.0,0.0016368190055064,1.5338330707557196e-05,79455,0.1741024702746803,20,56,35,446475,"2,738","25,885,092",57.97657652,157.8,"1,294",3.0,"9,088",21.1,31421,30901,9,2.02e-05,173,0.00038748,129,0.00028893,44,9.85e-05,34.4208305,-119.6981901,2976.47365147047,189.12056152654011
820,820,831,Monterey County,CA,2021-04,692099,287,8.6,370.0,5.0,0.0008245456085146,1.114250822317107e-05,78851,0.1757195831810524,16,36,46,437325,"3,322","25,122,789",57.44649631,129.5,"1,833",4.3,"10,577",24.9,35896,35092,4,9.15e-06,177,0.000404733,155,0.000354427,22,5.03e-05,36.3136201,-121.3541631,3129.807814234712,399.1205496421094
821,821,832,Solano County,CA,2021-04,514464,220,7.5,1232.0,3.0,0.0027731820688568,6.752878414424148e-06,64462,0.1451028500898509,60,52,20,451716,828,"20,899,701",46.26734718,513.1,"2,109",5.0,"13,453",31.9,26180,25558,7,1.55e-05,136,0.000301074,107,0.000236874,29,6.42e-05,38.3104969,-121.9017954,3180.470614251112,620.7409876759039
822,822,833,Placer County,CA,2021-04,591396,465,5.2,1057.0,7.0,0.0026396359949454,1.7481033079109165e-05,50787,0.1268307219999634,56,104,26,412300,"1,407","19,894,372",48.2521756,256.9,596,1.6,"6,643",18.4,27036,27085,4,9.7e-06,170,0.000412321,135,0.000327431,35,8.49e-05,39.0915751,-120.8039474,3078.8832068436723,707.4483122111869
823,823,834,San Luis Obispo County,CA,2021-04,707247,311,5.5,587.0,2.0,0.0021049838271259,7.172006225301403e-06,46499,0.1667479494038866,8,44,31,283159,"3,304","15,449,070",54.55969967,83.1,"1,177",4.3,"5,683",20.7,32267,30230,6,2.12e-05,110,0.000388474,87,0.000307248,23,8.12e-05,35.3102296,-120.4357631,3044.7937600605765,287.788827666259
824,824,835,Santa Cruz County,CA,2021-04,1005991,202,7.7,257.0,3.0,0.0009379596275898,1.0948945069142587e-05,44078,0.1608716333514599,12,36,26,267792,446,"12,786,326",47.74722919,600.2,"1,139",4.3,"8,121",30.4,29521,29605,5,1.87e-05,117,0.000436906,86,0.000321145,31,0.000115761,37.0453988,-121.9579578,3185.6650373319662,480.32723954065534
825,825,836,Merced County,CA,2021-04,335605,188,10.9,791.0,15.0,0.0027520701412566,5.218843504279452e-05,30079,0.1046517291768144,52,28,35,286461,"1,929","9,012,107",31.46015339,135.2,"1,485",5.7,"7,126",27.2,28533,28121,3,1.05e-05,134,0.000467777,116,0.000404942,18,6.28e-05,37.2009788,-120.7120023,3070.3711302375955,497.5935005748587
826,826,837,Marin County,CA,2021-04,1343530,246,4.6,273.0,5.0,0.0010467791411042,1.9171779141104296e-05,55285,0.2119823619631901,4,36,28,260206,520,"22,815,861",87.68383896,493.4,454,1.8,"4,565",17.8,34416,32310,4,1.54e-05,127,0.000488075,79,0.000303606,48,0.000184469,38.083403,-122.7633036,3260.123960412611,595.5335177232062
827,827,838,Butte County,CA,2021-04,366917,243,7.0,489.0,1.0,0.0022454986706096,4.592021821287694e-06,25616,0.1176292309741055,8,72,37,208309,"1,640","8,434,322",40.48947477,135.4,678,3.1,"6,631",29.9,30734,28860,7,3.36e-05,113,0.000542463,97,0.000465654,16,7.68e-05,39.6253952,-121.5370003,3146.725069546704,766.7142648810096
828,828,839,Yolo County,CA,2021-04,533079,133,6.0,440.0,5.0,0.0019676940414646,2.236015956209864e-05,32198,0.1439919741933944,16,24,25,216986,"1,012","13,013,233",59.97268487,201.2,757,3.7,"5,507",27.0,25065,24354,2,9.22e-06,80,0.000368687,68,0.000313384,12,5.53e-05,38.7646021,-121.9017954,3180.470614251112,671.1496956432893
829,829,840,El Dorado County,CA,2021-04,580331,312,5.9,537.0,1.0,0.0027809713202622,5.178717542387803e-06,25030,0.1296267525643281,12,72,30,193221,"1,712","7,238,157",37.46050895,106.3,409,2.3,"3,138",17.3,29023,28768,3,1.55e-05,91,0.000470963,69,0.000357104,22,0.000113859,38.74263759999999,-120.4357631,3044.7937600605765,668.7113992730007
830,830,841,Shasta County,CA,2021-04,327102,270,6.9,522.0,10.0,0.0029338204299564,5.620345651257552e-05,15246,0.0856877897990727,36,64,29,182139,"3,786","7,437,919",40.8364985,47.3,"1,275",7.1,"5,705",32.0,28792,27515,7,3.84e-05,120,0.000658837,97,0.00053256,23,0.000126277,40.7908864,-121.8474493,3175.443948458601,896.1288248245052
831,831,842,Imperial County,CA,2021-04,272614,59,16.2,616.0,2.0,0.0032142093097276,1.0435744512102856e-05,28137,0.146817010959271,4,4,32,179851,"4,175","8,155,429",45.34547487,42.4,583,3.3,"5,536",31.3,29846,29899,2,1.11e-05,88,0.000489294,77,0.000428132,11,6.12e-05,33.0113694,-115.4733554,2584.418141177178,32.78695505710028
832,832,843,Kings County,CA,2021-04,275302,119,10.1,219.0,0.0,0.0013998619314259,0.0,15032,0.096089761618641,20,24,39,153443,"1,390","5,924,008",38.60722223,109,696,4.6,"3,475",23.0,24498,24704,4,2.61e-05,78,0.000508332,72,0.00046923,6,3.91e-05,36.0988489,-119.8815203,2993.458870549918,375.2889297624246
833,833,844,Madera County,CA,2021-04,326599,240,9.3,329.0,6.0,0.0020551068468164,3.747915222157675e-05,18319,0.1144321804329675,24,28,31,159410,"2,138","6,012,170",37.71513707,71.3,888,5.8,"3,380",22.2,23808,23972,2,1.25e-05,96,0.000602221,85,0.000533216,11,6.9e-05,37.251926,-119.6962677,2976.2955317902356,503.2477171858231
834,834,845,Napa County,CA,2021-04,794649,223,6.2,336.0,2.0,0.0024059805802996,1.432131297797382e-05,23580,0.1688530537813038,8,36,49,136207,754,"9,870,652",72.46802294,186.1,534,3.8,"2,385",17.1,36958,35231,3,2.2e-05,61,0.000447848,42,0.000308354,19,0.000139494,38.5024689,-122.2653887,3214.094795551754,642.0506826283955
835,835,846,Humboldt County,CA,2021-04,368003,130,6.3,402.0,3.0,0.0029978075735656,2.237169831019105e-05,18410,0.1372901410411291,4,32,22,136310,"3,573","4,986,467",36.58181351,37.8,485,3.6,"4,787",35.5,31924,32019,6,4.4e-05,104,0.000762967,92,0.000674932,12,8.8e-05,40.7450055,-123.8695086,3362.3150272425264,891.0337772534464
836,836,847,Nevada County,CA,2021-04,592136,336,5.8,329.0,0.0,0.003332995643805,0.0,14583,0.1477391686083811,16,60,49,103487,958,"3,940,019",38.07259849,103,308,3.1,"1,591",16.1,26949,26407,2,1.93e-05,51,0.000492816,41,0.000396185,10,9.66e-05,39.1346666,-121.1710389,3112.8614730972126,712.2322288706947
837,837,848,Sutter County,CA,2021-04,365544,78,9.4,202.0,2.0,0.0019102196752626,1.8913066091709457e-05,11146,0.1054025173290968,8,16,28,99063,603,"3,095,179",31.24455145,157.8,316,3.3,"2,364",24.9,27675,27947,4,4.04e-05,53,0.000535013,47,0.000474446,6,6.06e-05,39.0219764,-121.6739371,3159.393666078655,699.7217036266392
838,838,849,Mendocino County,CA,2021-04,466306,164,6.5,87.0,1.0,0.0009837288978844,1.1307228711315144e-05,8818,0.0997146809288512,0,24,52,91305,"3,509","3,261,212",35.71778106,25,512,5.8,"1,546",17.6,40129,39101,3,3.29e-05,82,0.000898089,70,0.000766661,12,0.000131428,39.5500194,-123.438353,3322.4966908145743,758.3455370198571
839,839,850,Yuba County,CA,2021-04,331683,81,8.8,161.0,2.0,0.0020305208727456,2.5223861773237483e-05,7349,0.0926934880396854,0,16,30,83421,630,"2,948,046",35.33937498,115.6,296,4.1,"2,135",29.2,36427,34662,2,2.4e-05,47,0.000563407,42,0.00050347,5,5.99e-05,39.2547027,-121.3998995,3134.039872943807,725.5585405286556
840,840,851,Lake County,CA,2021-04,293823,196,7.5,102.0,3.0,0.0015723512817745,4.624562593454702e-05,5777,0.0890536603412924,16,40,58,68766,"1,258","1,768,943",25.7240933,51.1,307,4.8,"1,832",28.5,35392,33872,2,2.91e-05,55,0.000799814,46,0.000668935,9,0.000130879,42.3689363,-87.8271534,0.0,1071.395161605948
841,841,852,Tehama County,CA,2021-04,266219,165,7.4,172.0,3.0,0.0026106093951582,4.553388479927146e-05,7071,0.1073334851129493,4,20,46,65498,"2,951","1,882,273",28.73786986,21.5,321,5.1,"1,589",25.1,31276,31226,1,1.53e-05,54,0.000824453,42,0.000641241,12,0.000183212,40.0982197,-122.174605,3205.7003103162606,819.2129049626614
842,842,853,Tuolumne County,CA,2021-04,320623,178,7.6,57.0,5.0,0.0010888044163435,9.55091593283796e-05,6355,0.1214048760609475,12,40,35,55810,"2,236","2,455,844",44.00365526,24.5,151,2.8,"1,157",21.3,40378,40389,3,5.38e-05,39,0.000698799,31,0.000555456,8,0.000143343,38.029655,-119.9740534,3002.030984204664,589.5676215863596
843,843,854,San Benito County,CA,2021-04,717719,42,7.6,140.0,1.0,0.00218674830527,1.5619630751929024e-05,9228,0.1441431591223849,4,8,35,66677,"1,389","2,075,377",31.1258305,41,196,3.4,736,12.9,23295,22862,2,3e-05,36,0.000539916,29,0.000434933,7,0.000104984,36.5760883,-120.9876321,3095.8864574818285,428.2459289372278
844,844,855,Calaveras County,CA,2021-04,390538,168,5.9,88.0,2.0,0.0019869493553704,4.5157939894782e-05,5547,0.1252455462981781,8,32,34,46221,"1,020","1,292,735",27.96856407,44,113,2.5,989,22.0,33400,33016,1,2.16e-05,26,0.000562515,22,0.000475974,4,8.65e-05,38.1960477,-120.6805037,3067.4549149197924,608.0369805698822
845,845,856,Siskiyou County,CA,2021-04,240247,89,8.0,198.0,1.0,0.0045045045045045,2.275002275002275e-05,4234,0.0963235963235963,0,12,47,44118,"6,287","1,546,848",35.06160751,7.1,137,3.1,724,16.4,37841,37241,2,4.53e-05,57,0.00129199,50,0.001133324,7,0.000158665,41.7743261,-122.5770126,3242.904787300617,1005.3490263926586
846,846,857,Amador County,CA,2021-04,361801,91,6.9,62.0,0.0,0.0016090939762788,0.0,4797,0.124497158132413,0,28,31,41259,606,"1,570,431",38.06274995,62.5,81,2.2,629,16.9,30909,30810,1,2.42e-05,19,0.000460506,16,0.000387794,3,7.27e-05,38.3488921,-120.7740931,3076.1194295158457,625.0029594891616
847,847,858,Lassen County,CA,2021-04,197477,77,5.9,27.0,0.0,0.0008980542158656,0.0,2054,0.0683297300293806,0,20,56,33159,"4,558","1,071,059",32.30070267,7.3,140,4.2,521,15.6,32798,31720,1,3.02e-05,31,0.000934889,29,0.000874574,2,6.03e-05,40.5394389,-120.7120023,3070.3711302375955,868.2062232216956
848,848,859,Del Norte County,CA,2021-04,290896,72,8.0,128.0,3.0,0.0046447492561143,0.0001088613106901,2679,0.0972131504463314,0,12,53,28100,"1,008","688,089",24.48715302,27.9,165,5.9,649,23.1,40143,39264,1,3.56e-05,18,0.000640569,16,0.000569395,2,7.12e-05,41.7076287,-123.9659708,3371.2214777270856,997.9410624597137
849,849,860,Glenn County,CA,2021-04,285124,31,6.8,38.0,0.0,0.0012948071418836,0.0,3361,0.1145336422697743,0,4,56,28805,"1,315","982,720",34.11629925,21.3,125,4.5,527,18.8,43299,43366,1,3.47e-05,35,0.001215067,32,0.001110918,3,0.000104149,39.6437813,-122.4467238,3230.8603617743934,768.7556297833373
850,850,861,Colusa County,CA,2021-04,280545,16,12.9,35.0,1.0,0.0015491523923339,4.426149692382596e-05,2611,0.1155815223004174,0,4,46,21917,"1,151","1,199,687",54.73773783,18.6,40,1.9,350,16.3,42181,40480,1,4.56e-05,24,0.00109504,20,0.000912534,4,0.000182507,39.1040645,-122.2653887,3214.094795551754,708.8348522819572
851,851,862,Plumas County,CA,2021-04,308959,126,9.7,17.0,0.0,0.0008948781386534,0.0,3218,0.169395167658051,4,12,52,19915,"2,554","1,006,000",50.51468742,7.6,91,4.7,312,16.2,49764,48982,3,0.00015064,19,0.000954055,16,0.000803415,3,0.00015064,39.99268319999999,-120.8039474,3078.8832068436723,807.4946062610758
852,852,863,Inyo County,CA,2021-04,400937,29,6.0,22.0,0.0,0.0011922180675228,0.0,2191,0.118752145089326,0,0,49,18970,"10,192","1,224,445",64.54638904,1.8,106,5.7,303,16.4,64893,62300,2,0.00010543,29,0.00152873,28,0.001476015,1,5.27e-05,36.3091865,-117.5495846,2777.2347705430557,398.628576177204
853,853,864,Mariposa County,CA,2021-04,330327,59,8.1,28.0,0.0,0.00157347569542,0.0,1462,0.0821766413786644,0,16,45,17147,"1,451","664,863",38.77430454,12.4,71,4.0,276,15.4,58085,57969,1,5.83e-05,17,0.000991427,16,0.000933108,1,5.83e-05,37.4893626,-119.9679294,3001.463685972131,529.5995237959149
854,854,865,Mono County,CA,2021-04,523389,65,7.4,11.0,0.0,0.0007879091755604,0.0,2211,0.1583697442876584,0,8,28,13247,"3,044","1,027,563",77.56948743,4.7,36,2.5,184,13.0,67323,67973,1,7.55e-05,0,0.0,0,0.0,0,0.0,37.9218608,-118.9528645,2907.39605347475,577.6028946195834
855,855,866,Trinity County,CA,2021-04,307678,80,6.5,4.0,0.0,0.0002995357196345,0.0,1082,0.0810743347810894,0,8,90,16060,"3,179","371,527",23.13368618,4.3,34,2.5,174,12.9,64746,64241,1,6.23e-05,25,0.001556663,24,0.001494396,1,6.23e-05,40.6329485,-123.0622553,3287.7507874765697,878.590082609882
856,856,867,Modoc County,CA,2021-04,146875,39,7.3,12.0,0.0,0.0012664907651715,0.0,565,0.0596657871591908,0,0,140,8661,"3,944","357,793",41.31081861,2.4,49,5.2,166,17.8,64291,62953,2,0.00023092,17,0.001962822,15,0.001731902,2,0.00023092,41.4565165,-120.629366,3062.72030914532,970.0512419048911
857,857,868,Sierra County,CA,2021-04,275743,17,6.5,1.0,0.0,0.0003210272873194,0.0,313,0.1005885500267522,0,0,113,3283,953,"82,019",24.98294243,3.2,11,3.6,29,9.6,104352,100503,1,0.000304599,0,0.0,0,0.0,0,0.0,39.5532845,-120.2512728,3027.708435296758,758.7080481082694
