Unnamed: 0,RegionName,State,Date,Price,Housing Inventory,UnemploymentRate,cases,deaths,cases_rate,death_rate,fully_vaccinated,fully_vaccinated_rate,inventory_price_increased,inventory_price_decreased,median_days_on_market,Population,Area,GDP,GDP_pp,Population_Density,Violent_Crimes,Violent_Crimes_pp,Property_Crime,Property_Crimes_pp,Revenue_pp,Expenditures_pp,Hospital,Hospital_pp,School,School_pp,Public_School,Public_School_pp,Private_School,Private_School_pp
752,Sierra County,CA,2021-02,265940,22,7.7,3.0,0.0,0.0009630818619582,0.0,315,0.10112359550561793,0,0,73,3283,953,"82,019",24.98294243,3.2,11,3.6,29,9.6,104352,100503,1,0.000304599,0,0.0,0,0.0,0,0.0
753,Alpine County,CA,2021-02,432052,28,7.1,7.0,0.0,0.0062667860340196,0.0,193,0.17278424350940025,0,4,165,1235,739,"99,643",80.68259109,1.6,4,3.3,24,20.0,252437,247344,0,0.0,0,0.0,0,0.0,0,0.0
754,Los Angeles County,CA,2021-03,724202,7352,10.4,15824.0,901.0,0.0015426675182014,8.783767908869529e-05,1063671,0.1036963934654876,536,1268,35,9829544,"4,060","662,418,536",67.39056624,"2,457.90","42,725",4.3,"217,493",21.8,33864,33230,131,1.33e-05,3232,0.000328805,2283,0.000232259,949,9.65e-05
755,San Diego County,CA,2021-03,707104,2180,6.8,6928.0,145.0,0.0020555313910618,4.302137004964964e-05,385482,0.1143722628271429,480,476,30,3286069,"4,204","203,932,550",62.05972851,756.7,"10,585",3.3,"59,050",18.6,22016,21083,37,1.13e-05,1058,0.000321965,789,0.000240105,269,8.19e-05
756,Orange County,CA,2021-03,833837,2374,6.3,3995.0,202.0,0.0012374094747467,6.256738770934905e-05,304098,0.09419138207539324,308,500,28,3167809,948,"220,075,102",69.4723394,"3,903.60","6,257",2.0,"54,754",17.7,20776,20309,41,1.29e-05,959,0.000302733,642,0.000202664,317,0.000100069
757,Riverside County,CA,2021-03,460444,2082,7.6,3778.0,128.0,0.0015307042333412,5.1860810446712e-05,230835,0.09352583958127803,404,384,29,2458395,"7,208","75,327,830",30.64106053,314.6,"6,260",2.8,"61,434",27.1,27929,28072,24,9.76e-06,697,0.000283518,538,0.000218842,159,6.47e-05
758,San Bernardino County,CA,2021-03,417359,1839,7.7,3089.0,160.0,0.0013930742248346,7.215664486032729e-05,176710,0.07969250445792764,324,308,22,2194710,"20,062","78,146,465",35.60673848,103.6,"8,281",4.0,"54,778",26.4,29477,27905,32,1.46e-05,740,0.000337174,587,0.000267461,153,6.97e-05
759,Santa Clara County,CA,2021-03,1352241,1126,5.1,3656.0,62.0,0.0018581154054335,3.1510709829562657e-05,243660,0.12383742845501794,48,284,25,1885508,"1,291","282,946,368",150.0637324,"1,427.30","4,676",2.5,"43,084",23.4,39774,38937,17,9.02e-06,631,0.000334658,426,0.000225934,205,0.000108724
760,Alameda County,CA,2021-03,1010317,879,6.4,2912.0,54.0,0.0017272816785951,3.203063552339837e-05,271558,0.161077518487806,68,148,27,1648556,738,119117078,72.25540291,2109.8,10356,6.6,57620,37.0,27341,26306,27,1.64e-05,562,0.000340904,401,0.000243243,161,9.77e-05
761,Sacramento County,CA,2021-03,454031,802,7.3,4516.0,64.0,0.0028801479615427,4.0816977311500496e-05,167857,0.10705357759743189,148,216,27,1588921,966,"77,961,074",49.06541861,"1,503.00","7,452",5.1,"40,246",27.8,33750,33214,19,1.2e-05,511,0.000321602,398,0.000250484,113,7.11e-05
762,Contra Costa County,CA,2021-03,788006,731,6.7,2575.0,28.0,0.0022196381515715,2.413587116271973e-05,167163,0.14409373682763268,36,108,25,1161413,720,"71,878,033",61.88843504,"1,496.00","3,650",3.4,"32,232",29.8,38948,37226,12,1.03e-05,394,0.000339242,289,0.000248835,105,9.04e-05
763,Fresno County,CA,2021-03,310625,532,9.9,3359.0,63.0,0.0032541291789499,6.103308671445331e-05,109814,0.10638615989183253,40,120,21,1013581,"5,963","39,921,581",39.38667063,159.2,"4,547",4.8,"32,535",34.3,26135,25200,15,1.48e-05,421,0.000415359,367,0.000362083,54,5.33e-05
764,Kern County,CA,2021-03,268458,772,11.1,1877.0,74.0,0.0020242631175377,7.980579152786033e-05,73526,0.0792949625649724,88,156,23,917673,"8,142","46,781,960",50.97889989,105.5,"4,465",5.2,"28,283",33.0,34507,33308,15,1.63e-05,329,0.000358516,276,0.000300761,53,5.78e-05
765,Ventura County,CA,2021-03,688368,532,6.4,1859.0,56.0,0.0021800135327359,6.567012255686621e-05,106651,0.1250675757287917,68,116,26,839784,"1,846","46,470,387",55.33611857,453.5,"1,890",2.3,"16,812",20.1,30789,30258,13,1.55e-05,310,0.000369143,226,0.000269117,84,0.000100026
766,San Francisco County,CA,2021-03,1426425,939,5.4,1105.0,23.0,0.0012384005020845,2.5776662034339e-05,149764,0.16784417447438024,16,136,36,815201,47,"155,258,114",190.4537826,"17,680.10","6,822",8.2,"45,936",55.4,32198,34059,18,2.21e-05,242,0.000296859,134,0.000164377,108,0.000132483
767,San Mateo County,CA,2021-03,1461558,544,4.9,1252.0,18.0,0.0016092524302667,2.313621704856421e-05,123005,0.1581047667890745,4,88,31,737888,449,"113,829,269",154.2636132,"1,649.70","1,561",2.1,"14,186",19.2,32749,30849,11,1.49e-05,269,0.000364554,182,0.00024665,87,0.000117904
768,San Joaquin County,CA,2021-03,447860,378,9.1,2936.0,56.0,0.0037518609153467,7.156137985674944e-05,71652,0.09156363744789953,40,64,28,789410,"1,399","26,787,016",33.93295753,503.9,"5,346",7.6,"25,092",35.8,29849,29388,10,1.27e-05,289,0.000366096,251,0.000317959,38,4.81e-05
769,Stanislaus County,CA,2021-03,379769,265,8.7,2471.0,49.0,0.0043944279151987,8.714163004643402e-05,48009,0.08537923503876023,20,56,35,552999,"1,495","20,632,799",37.31073474,349.8,"2,826",5.4,"18,559",35.5,28292,27638,12,2.17e-05,231,0.000417722,197,0.000356239,34,6.15e-05
770,Sonoma County,CA,2021-03,710666,554,5.9,1001.0,9.0,0.0020154308310581,1.8120756722800747e-05,83070,0.16725458455145092,48,124,32,485887,"1,576","26,325,465",54.18022092,312.1,"1,821",3.7,"8,583",17.5,31332,30726,12,2.47e-05,231,0.000475419,181,0.000372515,50,0.000102905
771,Tulare County,CA,2021-03,265183,320,11.6,968.0,28.0,0.0019982535924181,5.780072374763378e-05,41754,0.08619464118480459,48,44,33,477054,"4,824","16,847,054",35.31477359,93.5,"1,903",4.2,"11,398",25.3,27942,27295,7,1.47e-05,223,0.000467452,204,0.000427625,19,3.98e-05
772,Santa Barbara County,CA,2021-03,730243,449,6.6,1061.0,19.0,0.0023248526972454,4.163261192051239e-05,41633,0.09122727827164773,16,32,39,446475,"2,738","25,885,092",57.97657652,157.8,"1,294",3.0,"9,088",21.1,31421,30901,9,2.02e-05,173,0.00038748,129,0.00028893,44,9.85e-05
773,Monterey County,CA,2021-03,683088,280,10.5,588.0,17.0,0.0013103589670449,3.7884527958781625e-05,43312,0.09652086323239713,12,48,49,437325,"3,322","25,122,789",57.44649631,129.5,"1,833",4.3,"10,577",24.9,35896,35092,4,9.15e-06,177,0.000404733,155,0.000354427,22,5.03e-05
774,Solano County,CA,2021-03,506608,189,7.7,1049.0,9.0,0.0023612564855769,2.0258635243272445e-05,51887,0.11679628441623242,60,36,20,451716,828,"20,899,701",46.26734718,513.1,"2,109",5.0,"13,453",31.9,26180,25558,7,1.55e-05,136,0.000301074,107,0.000236874,29,6.42e-05
775,Placer County,CA,2021-03,581184,401,5.4,1030.0,6.0,0.0025722091530689,1.4983742639236428e-05,46765,0.11678661985079519,40,72,29,412300,"1,407","19,894,372",48.2521756,256.9,596,1.6,"6,643",18.4,27036,27085,4,9.7e-06,170,0.000412321,135,0.000327431,35,8.49e-05
776,San Luis Obispo County,CA,2021-03,700537,299,5.8,809.0,7.0,0.0029010765181344,2.510202178855491e-05,32972,0.11823888996468973,12,68,34,283159,"3,304","15,449,070",54.55969967,83.1,"1,177",4.3,"5,683",20.7,32267,30230,6,2.12e-05,110,0.000388474,87,0.000307248,23,8.12e-05
777,Santa Cruz County,CA,2021-03,984967,172,8.2,415.0,9.0,0.001514604067898,3.2846835207427765e-05,38383,0.14008445286296664,4,40,33,267792,446,"12,786,326",47.74722919,600.2,"1,139",4.3,"8,121",30.4,29521,29605,5,1.87e-05,117,0.000436906,86,0.000321145,31,0.000115761
778,Merced County,CA,2021-03,328885,198,11.4,1356.0,33.0,0.0047178345278686,0.0001148145570941,27014,0.09398905202607107,56,32,28,286461,"1,929","9,012,107",31.46015339,135.2,"1,485",5.7,"7,126",27.2,28533,28121,3,1.05e-05,134,0.000467777,116,0.000404942,18,6.28e-05
779,Marin County,CA,2021-03,1330031,231,4.7,422.0,13.0,0.0016180981595092,4.984662576687115e-05,53244,0.20415644171779135,4,24,28,260206,520,"22,815,861",87.68383896,493.4,454,1.8,"4,565",17.8,34416,32310,4,1.54e-05,127,0.000488075,79,0.000303606,48,0.000184469
780,Butte County,CA,2021-03,363142,250,7.4,332.0,11.0,0.0015245512446675,5.051224003416464e-05,20156,0.09255679182987486,4,96,43,208309,"1,640","8,434,322",40.48947477,135.4,678,3.1,"6,631",29.9,30734,28860,7,3.36e-05,113,0.000542463,97,0.000465654,16,7.68e-05
781,Yolo County,CA,2021-03,525627,116,6.4,437.0,9.0,0.0019542779457274,4.0248287211777546e-05,29757,0.13307425361787364,12,20,24,216986,"1,012","13,013,233",59.97268487,201.2,757,3.7,"5,507",27.0,25065,24354,2,9.22e-06,80,0.000368687,68,0.000313384,12,5.53e-05
782,El Dorado County,CA,2021-03,570137,288,6.2,329.0,1.0,0.0017037980714455,5.178717542387803e-06,22202,0.11498133935445554,24,68,30,193221,"1,712","7,238,157",37.46050895,106.3,409,2.3,"3,138",17.3,29023,28768,3,1.55e-05,91,0.000470963,69,0.000357104,22,0.000113859
783,Shasta County,CA,2021-03,320003,291,7.5,380.0,12.0,0.0021357313474778,6.744414781509063e-05,16165,0.09085663434967912,48,68,35,182139,"3,786","7,437,919",40.8364985,47.3,"1,275",7.1,"5,705",32.0,28792,27515,7,3.84e-05,120,0.000658837,97,0.00053256,23,0.000126277
784,Imperial County,CA,2021-03,261928,55,15.7,432.0,9.0,0.0022541208146142,4.696085030446284e-05,22623,0.11804392404865133,0,8,33,179851,"4,175","8,155,429",45.34547487,42.4,583,3.3,"5,536",31.3,29846,29899,2,1.11e-05,88,0.000489294,77,0.000428132,11,6.12e-05
785,Kings County,CA,2021-03,273517,132,10.5,509.0,10.0,0.0032535603794328,6.392063613817085e-05,11582,0.07403501146310067,12,32,28,153443,"1,390","5,924,008",38.60722223,109,696,4.6,"3,475",23.0,24498,24704,4,2.61e-05,78,0.000508332,72,0.00046923,6,3.91e-05
786,Madera County,CA,2021-03,320739,236,9.5,487.0,8.0,0.0030420578553179,4.9972202962102334e-05,15627,0.09761653413622023,16,48,43,159410,"2,138","6,012,170",37.71513707,71.3,888,5.8,"3,380",22.2,23808,23972,2,1.25e-05,96,0.000602221,85,0.000533216,11,6.9e-05
787,Napa County,CA,2021-03,789195,218,6.5,381.0,2.0,0.002728210122304,1.432131297797382e-05,18921,0.1354867814281211,0,44,57,136207,754,"9,870,652",72.46802294,186.1,534,3.8,"2,385",17.1,36958,35231,3,2.2e-05,61,0.000447848,42,0.000308354,19,0.000139494
788,Humboldt County,CA,2021-03,361453,113,6.6,278.0,4.0,0.0020731107100777,2.982893108025474e-05,14480,0.10798073051052216,4,16,23,136310,"3,573","4,986,467",36.58181351,37.8,485,3.6,"4,787",35.5,31924,32019,6,4.4e-05,104,0.000762967,92,0.000674932,12,8.8e-05
789,Nevada County,CA,2021-03,584572,299,6.1,331.0,1.0,0.0033532570154999,1.0130685847431873e-05,13874,0.14055651234255204,4,40,69,103487,958,"3,940,019",38.07259849,103,308,3.1,"1,591",16.1,26949,26407,2,1.93e-05,51,0.000492816,41,0.000396185,10,9.66e-05
790,Sutter County,CA,2021-03,362816,66,10.3,278.0,8.0,0.0026289161867476,7.565226436683783e-05,10747,0.10162936064380067,4,16,28,99063,603,"3,095,179",31.24455145,157.8,316,3.3,"2,364",24.9,27675,27947,4,4.04e-05,53,0.000535013,47,0.000474446,6,6.06e-05
791,Mendocino County,CA,2021-03,456464,141,7.1,110.0,3.0,0.0012437951582446,3.392168613394543e-05,15407,0.17421047275523238,0,16,60,91305,"3,509","3,261,212",35.71778106,25,512,5.8,"1,546",17.6,40129,39101,3,3.29e-05,82,0.000898089,70,0.000766661,12,0.000131428
792,Yuba County,CA,2021-03,326688,69,9.7,227.0,2.0,0.0028629083112624,2.5223861773237483e-05,5613,0.07079076806659097,8,16,32,83421,630,"2,948,046",35.33937498,115.6,296,4.1,"2,135",29.2,36427,34662,2,2.4e-05,47,0.000563407,42,0.00050347,5,5.99e-05
793,Lake County,CA,2021-03,288327,196,7.9,164.0,1.0,0.0025280942177552,1.5415208644849008e-05,7662,0.1181164670397145,20,48,66,68766,"1,258","1,768,943",25.7240933,51.1,307,4.8,"1,832",28.5,35392,33872,2,2.91e-05,55,0.000799814,46,0.000668935,9,0.000130879
794,Tehama County,CA,2021-03,261707,144,7.9,193.0,2.0,0.0029293465887531,3.0355923199514302e-05,3688,0.055986441020970834,0,40,68,65498,"2,951","1,882,273",28.73786986,21.5,321,5.1,"1,589",25.1,31276,31226,1,1.53e-05,54,0.000824453,42,0.000641241,12,0.000183212
795,Tuolumne County,CA,2021-03,313292,153,8.2,74.0,2.0,0.00141353555806,3.820366373135184e-05,7090,0.13543198792764227,8,32,46,55810,"2,236","2,455,844",44.00365526,24.5,151,2.8,"1,157",21.3,40378,40389,3,5.38e-05,39,0.000698799,31,0.000555456,8,0.000143343
796,San Benito County,CA,2021-03,693864,43,8.2,131.0,1.0,0.0020461716285027,1.5619630751929024e-05,6661,0.10404236043859923,4,4,33,66677,"1,389","2,075,377",31.1258305,41,196,3.4,736,12.9,23295,22862,2,3e-05,36,0.000539916,29,0.000434933,7,0.000104984
797,Calaveras County,CA,2021-03,382723,134,6.3,95.0,0.0,0.0021450021450021,0.0,6137,0.1385671385671389,4,28,51,46221,"1,020","1,292,735",27.96856407,44,113,2.5,989,22.0,33400,33016,1,2.16e-05,26,0.000562515,22,0.000475974,4,8.65e-05
798,Siskiyou County,CA,2021-03,237108,83,9.3,68.0,3.0,0.0015470015470015,6.825006825006825e-05,4244,0.09655867989201326,0,12,86,44118,"6,287","1,546,848",35.06160751,7.1,137,3.1,724,16.4,37841,37241,2,4.53e-05,57,0.00129199,50,0.001133324,7,0.000158665
799,Amador County,CA,2021-03,361766,76,7.4,103.0,4.0,0.0026731722509148,0.0001038125145986,5249,0.13623662332494205,0,16,42,41259,606,"1,570,431",38.06274995,62.5,81,2.2,629,16.9,30909,30810,1,2.42e-05,19,0.000460506,16,0.000387794,3,7.27e-05
800,Lassen County,CA,2021-03,194488,56,6.6,20.0,0.0,0.0006652253450856,0.0,1166,0.038793724707577935,0,8,100,33159,"4,558","1,071,059",32.30070267,7.3,140,4.2,521,15.6,32798,31720,1,3.02e-05,31,0.000934889,29,0.000874574,2,6.03e-05
801,Del Norte County,CA,2021-03,287507,73,8.3,184.0,0.0,0.0066768270556644,0.0,2353,0.08539565038585285,0,8,79,28100,"1,008","688,089",24.48715302,27.9,165,5.9,649,23.1,40143,39264,1,3.56e-05,18,0.000640569,16,0.000569395,2,7.12e-05
802,Glenn County,CA,2021-03,280690,30,7.4,97.0,1.0,0.0033051655990186,3.407387215483168e-05,2717,0.09257871064467764,0,4,59,28805,"1,315","982,720",34.11629925,21.3,125,4.5,527,18.8,43299,43366,1,3.47e-05,35,0.001215067,32,0.001110918,3,0.000104149
803,Colusa County,CA,2021-03,276610,24,15.6,16.0,1.0,0.0007081839507812,4.426149692382596e-05,2586,0.11448973870962964,0,0,70,21917,"1,151","1,199,687",54.73773783,18.6,40,1.9,350,16.3,42181,40480,1,4.56e-05,24,0.00109504,20,0.000912534,4,0.000182507
804,Plumas County,CA,2021-03,304664,114,11.9,29.0,0.0,0.0015265568247618,0.0,2378,0.12517765963046767,4,12,99,19915,"2,554","1,006,000",50.51468742,7.6,91,4.7,312,16.2,49764,48982,3,0.00015064,19,0.000954055,16,0.000803415,3,0.00015064
805,Inyo County,CA,2021-03,395571,26,6.4,66.0,1.0,0.0035766542025686,5.419173034194982e-05,2640,0.14310229592297558,0,4,44,18970,"10,192","1,224,445",64.54638904,1.8,106,5.7,303,16.4,64893,62300,2,0.00010543,29,0.00152873,28,0.001476015,1,5.27e-05
806,Mariposa County,CA,2021-03,325953,50,9.3,17.0,0.0,0.0009553245293621,0.0,1923,0.10808279479254469,0,4,111,17147,"1,451","664,863",38.77430454,12.4,71,4.0,276,15.4,58085,57969,1,5.83e-05,17,0.000991427,16,0.000933108,1,5.83e-05
807,Mono County,CA,2021-03,516116,58,7.7,50.0,0.0,0.0035814053434567,0.0,657,0.04705966621302193,0,12,39,13247,"3,044","1,027,563",77.56948743,4.7,36,2.5,184,13.0,67323,67973,1,7.55e-05,0,0.0,0,0.0,0,0.0
808,Trinity County,CA,2021-03,303031,79,7.4,10.0,0.0,0.0007488392990864,0.0,1701,0.12737756477459944,0,4,110,16060,"3,179","371,527",23.13368618,4.3,34,2.5,174,12.9,64746,64241,1,6.23e-05,25,0.001556663,24,0.001494396,1,6.23e-05
809,Modoc County,CA,2021-03,145442,44,9.1,13.0,0.0,0.0013720316622691,0.0,859,0.09072999120492516,0,4,137,8661,"3,944","357,793",41.31081861,2.4,49,5.2,166,17.8,64291,62953,2,0.00023092,17,0.001962822,15,0.001731902,2,0.00023092
810,Sierra County,CA,2021-03,271632,19,7.4,4.0,0.0,0.0012841091492776,0.0,433,0.13911182450508283,0,0,94,3283,953,"82,019",24.98294243,3.2,11,3.6,29,9.6,104352,100503,1,0.000304599,0,0.0,0,0.0,0,0.0
811,Alpine County,CA,2021-03,440771,27,7.7,5.0,0.0,0.0044762757385854,0.0,75,0.0677409728439272,0,0,167,1235,739,"99,643",80.68259109,1.6,4,3.3,24,20.0,252437,247344,0,0.0,0,0.0,0,0.0,0,0.0
812,Los Angeles County,CA,2021-04,734634,7406,10.3,11437.0,268.0,0.0011149828365565,2.6127078796637444e-05,1634758,0.15937111861365535,668,1288,35,9829544,"4,060","662,418,536",67.39056624,"2,457.90","42,725",4.3,"217,493",21.8,33864,33230,131,1.33e-05,3232,0.000328805,2283,0.000232259,949,9.65e-05
813,San Diego County,CA,2021-04,721266,2247,6.7,6293.0,50.0,0.0018671274601547,1.4834955189534355e-05,486891,0.14446012334375144,528,396,28,3286069,"4,204","203,932,550",62.05972851,756.7,"10,585",3.3,"59,050",18.6,22016,21083,37,1.13e-05,1058,0.000321965,789,0.000240105,269,8.19e-05
814,Orange County,CA,2021-04,846047,2354,6.2,2747.0,45.0,0.0008508545249385,1.3938279440201524e-05,577210,0.1787848649282636,276,496,28,3167809,948,"220,075,102",69.4723394,"3,903.60","6,257",2.0,"54,754",17.7,20776,20309,41,1.29e-05,959,0.000302733,642,0.000202664,317,0.000100069
815,Riverside County,CA,2021-04,470926,2126,7.5,2894.0,41.0,0.0011725405111936,1.661166584621244e-05,288238,0.1167835223079141,408,352,30,2458395,"7,208","75,327,830",30.64106053,314.6,"6,260",2.8,"61,434",27.1,27929,28072,24,9.76e-06,697,0.000283518,538,0.000218842,159,6.47e-05
816,San Bernardino County,CA,2021-04,425063,2023,7.6,2503.0,88.0,0.0011288005130337,3.968615467318001e-05,237844,0.10726265650099799,340,372,26,2194710,"20,062","78,146,465",35.60673848,103.6,"8,281",4.0,"54,778",26.4,29477,27905,32,1.46e-05,740,0.000337174,587,0.000267461,153,6.97e-05
817,Santa Clara County,CA,2021-04,1368448,1194,4.9,3203.0,32.0,0.0016278839287756,1.6263592170096846e-05,353924,0.17987770117512927,88,232,28,1885508,"1,291","282,946,368",150.0637324,"1,427.30","4,676",2.5,"43,084",23.4,39774,38937,17,9.02e-06,631,0.000334658,426,0.000225934,205,0.000108724
818,Alameda County,CA,2021-04,1035837,959,6.3,2724.0,37.0,0.0016157676141803,2.1946916932698887e-05,279862,0.16600292071943176,76,140,28,1648556,738,119117078,72.25540291,2109.8,10356,6.6,57620,37.0,27341,26306,27,1.64e-05,562,0.000340904,401,0.000243243,161,9.77e-05
819,Sacramento County,CA,2021-04,462950,887,7.1,4325.0,41.0,0.0027583347948787,2.6148376090180016e-05,215634,0.13752430151416098,132,212,25,1588921,966,"77,961,074",49.06541861,"1,503.00","7,452",5.1,"40,246",27.8,33750,33214,19,1.2e-05,511,0.000321602,398,0.000250484,113,7.11e-05
820,Contra Costa County,CA,2021-04,801134,732,6.6,2294.0,21.0,0.0019774174445456,1.81019033720398e-05,227523,0.19612406642306682,44,92,27,1161413,720,"71,878,033",61.88843504,"1,496.00","3,650",3.4,"32,232",29.8,38948,37226,12,1.03e-05,394,0.000339242,289,0.000248835,105,9.04e-05
821,Fresno County,CA,2021-04,316128,551,9.5,1729.0,35.0,0.0016750191576077,3.3907270396918505e-05,133888,0.12970822632360254,40,108,17,1013581,"5,963","39,921,581",39.38667063,159.2,"4,547",4.8,"32,535",34.3,26135,25200,15,1.48e-05,421,0.000415359,367,0.000362083,54,5.33e-05
822,Kern County,CA,2021-04,272397,812,10.6,1095.0,26.0,0.0011809100232838,2.8039872698977957e-05,104031,0.11219364192291677,100,176,23,917673,"8,142","46,781,960",50.97889989,105.5,"4,465",5.2,"28,283",33.0,34507,33308,15,1.63e-05,329,0.000358516,276,0.000300761,53,5.78e-05
823,Ventura County,CA,2021-04,696982,542,6.1,878.0,16.0,0.0010296137072308,1.876289215910464e-05,145074,0.1701254885681215,60,108,29,839784,"1,846","46,470,387",55.33611857,453.5,"1,890",2.3,"16,812",20.1,30789,30258,13,1.55e-05,310,0.000369143,226,0.000269117,84,0.000100026
824,San Francisco County,CA,2021-04,1435072,924,5.3,911.0,11.0,0.001020979961447,1.2327968799031694e-05,182787,0.2048538575335096,28,168,37,815201,47,"155,258,114",190.4537826,"17,680.10","6,822",8.2,"45,936",55.4,32198,34059,18,2.21e-05,242,0.000296859,134,0.000164377,108,0.000132483
825,San Mateo County,CA,2021-04,1478328,547,4.8,1046.0,9.0,0.0013444712795998,1.1568108524282102e-05,137328,0.17651434038430971,16,88,33,737888,449,"113,829,269",154.2636132,"1,649.70","1,561",2.1,"14,186",19.2,32749,30849,11,1.49e-05,269,0.000364554,182,0.00024665,87,0.000117904
826,San Joaquin County,CA,2021-04,454316,401,8.9,2121.0,32.0,0.0027103872620743,4.089221706099968e-05,94350,0.12056857220138573,60,68,24,789410,"1,399","26,787,016",33.93295753,503.9,"5,346",7.6,"25,092",35.8,29849,29388,10,1.27e-05,289,0.000366096,251,0.000317959,38,4.81e-05
827,Stanislaus County,CA,2021-04,385055,298,8.6,1958.0,31.0,0.0034821084006309,5.513041900896846e-05,66723,0.11866081691424966,20,68,29,552999,"1,495","20,632,799",37.31073474,349.8,"2,826",5.4,"18,559",35.5,28292,27638,12,2.17e-05,231,0.000417722,197,0.000356239,34,6.15e-05
828,Sonoma County,CA,2021-04,720798,604,5.7,526.0,4.0,0.001059057559577,8.05366965457811e-06,85923,0.17299953557171663,36,160,32,485887,"1,576","26,325,465",54.18022092,312.1,"1,821",3.7,"8,583",17.5,31332,30726,12,2.47e-05,231,0.000475419,181,0.000372515,50,0.000102905
829,Tulare County,CA,2021-04,268639,326,11.0,490.0,12.0,0.0010115126655835,2.47717387489859e-05,55882,0.11535854683475653,52,64,34,477054,"4,824","16,847,054",35.31477359,93.5,"1,903",4.2,"11,398",25.3,27942,27295,7,1.47e-05,223,0.000467452,204,0.000427625,19,3.98e-05
830,Santa Barbara County,CA,2021-04,739962,435,5.9,747.0,7.0,0.0016368190055064,1.5338330707557196e-05,79455,0.17410247027468032,20,56,35,446475,"2,738","25,885,092",57.97657652,157.8,"1,294",3.0,"9,088",21.1,31421,30901,9,2.02e-05,173,0.00038748,129,0.00028893,44,9.85e-05
831,Monterey County,CA,2021-04,692099,287,8.6,370.0,5.0,0.0008245456085146,1.114250822317107e-05,78851,0.17571958318105244,16,36,46,437325,"3,322","25,122,789",57.44649631,129.5,"1,833",4.3,"10,577",24.9,35896,35092,4,9.15e-06,177,0.000404733,155,0.000354427,22,5.03e-05
832,Solano County,CA,2021-04,514464,220,7.5,1232.0,3.0,0.0027731820688568,6.752878414424148e-06,64462,0.14510285008985097,60,52,20,451716,828,"20,899,701",46.26734718,513.1,"2,109",5.0,"13,453",31.9,26180,25558,7,1.55e-05,136,0.000301074,107,0.000236874,29,6.42e-05
833,Placer County,CA,2021-04,591396,465,5.2,1057.0,7.0,0.0026396359949454,1.7481033079109165e-05,50787,0.12683072199996345,56,104,26,412300,"1,407","19,894,372",48.2521756,256.9,596,1.6,"6,643",18.4,27036,27085,4,9.7e-06,170,0.000412321,135,0.000327431,35,8.49e-05
834,San Luis Obispo County,CA,2021-04,707247,311,5.5,587.0,2.0,0.0021049838271259,7.172006225301403e-06,46499,0.16674794940388668,8,44,31,283159,"3,304","15,449,070",54.55969967,83.1,"1,177",4.3,"5,683",20.7,32267,30230,6,2.12e-05,110,0.000388474,87,0.000307248,23,8.12e-05
835,Santa Cruz County,CA,2021-04,1005991,202,7.7,257.0,3.0,0.0009379596275898,1.0948945069142587e-05,44078,0.16087163335145996,12,36,26,267792,446,"12,786,326",47.74722919,600.2,"1,139",4.3,"8,121",30.4,29521,29605,5,1.87e-05,117,0.000436906,86,0.000321145,31,0.000115761
836,Merced County,CA,2021-04,335605,188,10.9,791.0,15.0,0.0027520701412566,5.218843504279452e-05,30079,0.10465172917681441,52,28,35,286461,"1,929","9,012,107",31.46015339,135.2,"1,485",5.7,"7,126",27.2,28533,28121,3,1.05e-05,134,0.000467777,116,0.000404942,18,6.28e-05
837,Marin County,CA,2021-04,1343530,246,4.6,273.0,5.0,0.0010467791411042,1.9171779141104296e-05,55285,0.21198236196319017,4,36,28,260206,520,"22,815,861",87.68383896,493.4,454,1.8,"4,565",17.8,34416,32310,4,1.54e-05,127,0.000488075,79,0.000303606,48,0.000184469
838,Butte County,CA,2021-04,366917,243,7.0,489.0,1.0,0.0022454986706096,4.592021821287694e-06,25616,0.11762923097410556,8,72,37,208309,"1,640","8,434,322",40.48947477,135.4,678,3.1,"6,631",29.9,30734,28860,7,3.36e-05,113,0.000542463,97,0.000465654,16,7.68e-05
839,Yolo County,CA,2021-04,533079,133,6.0,440.0,5.0,0.0019676940414646,2.236015956209864e-05,32198,0.14399197419339446,16,24,25,216986,"1,012","13,013,233",59.97268487,201.2,757,3.7,"5,507",27.0,25065,24354,2,9.22e-06,80,0.000368687,68,0.000313384,12,5.53e-05
840,El Dorado County,CA,2021-04,580331,312,5.9,537.0,1.0,0.0027809713202622,5.178717542387803e-06,25030,0.12962675256432812,12,72,30,193221,"1,712","7,238,157",37.46050895,106.3,409,2.3,"3,138",17.3,29023,28768,3,1.55e-05,91,0.000470963,69,0.000357104,22,0.000113859
841,Shasta County,CA,2021-04,327102,270,6.9,522.0,10.0,0.0029338204299564,5.620345651257552e-05,15246,0.0856877897990727,36,64,29,182139,"3,786","7,437,919",40.8364985,47.3,"1,275",7.1,"5,705",32.0,28792,27515,7,3.84e-05,120,0.000658837,97,0.00053256,23,0.000126277
842,Imperial County,CA,2021-04,272614,59,16.2,616.0,2.0,0.0032142093097276,1.0435744512102856e-05,28137,0.14681701095927105,4,4,32,179851,"4,175","8,155,429",45.34547487,42.4,583,3.3,"5,536",31.3,29846,29899,2,1.11e-05,88,0.000489294,77,0.000428132,11,6.12e-05
