Unnamed: 0,RegionName,State,Date,Price,Housing Inventory,UnemploymentRate,cases,deaths,cases_rate,death_rate,fully_vaccinated,fully_vaccinated_rate,inventory_price_increased,inventory_price_decreased,median_days_on_market,Population,Area,GDP,GDP_pp,Population_Density,Violent_Crimes,Violent_Crimes_pp,Property_Crime,Property_Crimes_pp,Revenue_pp,Expenditures_pp,Hospital,Hospital_pp,School,School_pp,Public_School,Public_School_pp,Private_School,Private_School_pp
843,Kings County,CA,2021-04,275302,119,10.1,219.0,0.0,0.0013998619314259,0.0,15032,0.09608976161864106,20,24,39,153443,"1,390","5,924,008",38.60722223,109,696,4.6,"3,475",23.0,24498,24704,4,2.61e-05,78,0.000508332,72,0.00046923,6,3.91e-05
844,Madera County,CA,2021-04,326599,240,9.3,329.0,6.0,0.0020551068468164,3.747915222157675e-05,18319,0.11443218043296753,24,28,31,159410,"2,138","6,012,170",37.71513707,71.3,888,5.8,"3,380",22.2,23808,23972,2,1.25e-05,96,0.000602221,85,0.000533216,11,6.9e-05
845,Napa County,CA,2021-04,794649,223,6.2,336.0,2.0,0.0024059805802996,1.432131297797382e-05,23580,0.16885305378130389,8,36,49,136207,754,"9,870,652",72.46802294,186.1,534,3.8,"2,385",17.1,36958,35231,3,2.2e-05,61,0.000447848,42,0.000308354,19,0.000139494
846,Humboldt County,CA,2021-04,368003,130,6.3,402.0,3.0,0.0029978075735656,2.237169831019105e-05,18410,0.13729014104112913,4,32,22,136310,"3,573","4,986,467",36.58181351,37.8,485,3.6,"4,787",35.5,31924,32019,6,4.4e-05,104,0.000762967,92,0.000674932,12,8.8e-05
847,Nevada County,CA,2021-04,592136,336,5.8,329.0,0.0,0.003332995643805,0.0,14583,0.14773916860838118,16,60,49,103487,958,"3,940,019",38.07259849,103,308,3.1,"1,591",16.1,26949,26407,2,1.93e-05,51,0.000492816,41,0.000396185,10,9.66e-05
848,Sutter County,CA,2021-04,365544,78,9.4,202.0,2.0,0.0019102196752626,1.8913066091709457e-05,11146,0.10540251732909683,8,16,28,99063,603,"3,095,179",31.24455145,157.8,316,3.3,"2,364",24.9,27675,27947,4,4.04e-05,53,0.000535013,47,0.000474446,6,6.06e-05
849,Mendocino County,CA,2021-04,466306,164,6.5,87.0,1.0,0.0009837288978844,1.1307228711315144e-05,8818,0.0997146809288512,0,24,52,91305,"3,509","3,261,212",35.71778106,25,512,5.8,"1,546",17.6,40129,39101,3,3.29e-05,82,0.000898089,70,0.000766661,12,0.000131428
850,Yuba County,CA,2021-04,331683,81,8.8,161.0,2.0,0.0020305208727456,2.5223861773237483e-05,7349,0.09269348803968547,0,16,30,83421,630,"2,948,046",35.33937498,115.6,296,4.1,"2,135",29.2,36427,34662,2,2.4e-05,47,0.000563407,42,0.00050347,5,5.99e-05
851,Lake County,CA,2021-04,293823,196,7.5,102.0,3.0,0.0015723512817745,4.624562593454702e-05,5777,0.08905366034129243,16,40,58,68766,"1,258","1,768,943",25.7240933,51.1,307,4.8,"1,832",28.5,35392,33872,2,2.91e-05,55,0.000799814,46,0.000668935,9,0.000130879
852,Tehama County,CA,2021-04,266219,165,7.4,172.0,3.0,0.0026106093951582,4.553388479927146e-05,7071,0.10733348511294936,4,20,46,65498,"2,951","1,882,273",28.73786986,21.5,321,5.1,"1,589",25.1,31276,31226,1,1.53e-05,54,0.000824453,42,0.000641241,12,0.000183212
853,Tuolumne County,CA,2021-04,320623,178,7.6,57.0,5.0,0.0010888044163435,9.55091593283796e-05,6355,0.12140487606094759,12,40,35,55810,"2,236","2,455,844",44.00365526,24.5,151,2.8,"1,157",21.3,40378,40389,3,5.38e-05,39,0.000698799,31,0.000555456,8,0.000143343
854,San Benito County,CA,2021-04,717719,42,7.6,140.0,1.0,0.00218674830527,1.5619630751929024e-05,9228,0.1441431591223849,4,8,35,66677,"1,389","2,075,377",31.1258305,41,196,3.4,736,12.9,23295,22862,2,3e-05,36,0.000539916,29,0.000434933,7,0.000104984
855,Calaveras County,CA,2021-04,390538,168,5.9,88.0,2.0,0.0019869493553704,4.5157939894782e-05,5547,0.1252455462981781,8,32,34,46221,"1,020","1,292,735",27.96856407,44,113,2.5,989,22.0,33400,33016,1,2.16e-05,26,0.000562515,22,0.000475974,4,8.65e-05
856,Siskiyou County,CA,2021-04,240247,89,8.0,198.0,1.0,0.0045045045045045,2.275002275002275e-05,4234,0.09632359632359637,0,12,47,44118,"6,287","1,546,848",35.06160751,7.1,137,3.1,724,16.4,37841,37241,2,4.53e-05,57,0.00129199,50,0.001133324,7,0.000158665
857,Amador County,CA,2021-04,361801,91,6.9,62.0,0.0,0.0016090939762788,0.0,4797,0.12449715813241301,0,28,31,41259,606,"1,570,431",38.06274995,62.5,81,2.2,629,16.9,30909,30810,1,2.42e-05,19,0.000460506,16,0.000387794,3,7.27e-05
858,Lassen County,CA,2021-04,197477,77,5.9,27.0,0.0,0.0008980542158656,0.0,2054,0.06832973002938067,0,20,56,33159,"4,558","1,071,059",32.30070267,7.3,140,4.2,521,15.6,32798,31720,1,3.02e-05,31,0.000934889,29,0.000874574,2,6.03e-05
859,Del Norte County,CA,2021-04,290896,72,8.0,128.0,3.0,0.0046447492561143,0.0001088613106901,2679,0.09721315044633146,0,12,53,28100,"1,008","688,089",24.48715302,27.9,165,5.9,649,23.1,40143,39264,1,3.56e-05,18,0.000640569,16,0.000569395,2,7.12e-05
860,Glenn County,CA,2021-04,285124,31,6.8,38.0,0.0,0.0012948071418836,0.0,3361,0.1145336422697743,0,4,56,28805,"1,315","982,720",34.11629925,21.3,125,4.5,527,18.8,43299,43366,1,3.47e-05,35,0.001215067,32,0.001110918,3,0.000104149
861,Colusa County,CA,2021-04,280545,16,12.9,35.0,1.0,0.0015491523923339,4.426149692382596e-05,2611,0.11558152230041746,0,4,46,21917,"1,151","1,199,687",54.73773783,18.6,40,1.9,350,16.3,42181,40480,1,4.56e-05,24,0.00109504,20,0.000912534,4,0.000182507
862,Plumas County,CA,2021-04,308959,126,9.7,17.0,0.0,0.0008948781386534,0.0,3218,0.16939516765805104,4,12,52,19915,"2,554","1,006,000",50.51468742,7.6,91,4.7,312,16.2,49764,48982,3,0.00015064,19,0.000954055,16,0.000803415,3,0.00015064
863,Inyo County,CA,2021-04,400937,29,6.0,22.0,0.0,0.0011922180675228,0.0,2191,0.11875214508932609,0,0,49,18970,"10,192","1,224,445",64.54638904,1.8,106,5.7,303,16.4,64893,62300,2,0.00010543,29,0.00152873,28,0.001476015,1,5.27e-05
864,Mariposa County,CA,2021-04,330327,59,8.1,28.0,0.0,0.00157347569542,0.0,1462,0.08217664137866444,0,16,45,17147,"1,451","664,863",38.77430454,12.4,71,4.0,276,15.4,58085,57969,1,5.83e-05,17,0.000991427,16,0.000933108,1,5.83e-05
865,Mono County,CA,2021-04,523389,65,7.4,11.0,0.0,0.0007879091755604,0.0,2211,0.1583697442876584,0,8,28,13247,"3,044","1,027,563",77.56948743,4.7,36,2.5,184,13.0,67323,67973,1,7.55e-05,0,0.0,0,0.0,0,0.0
866,Trinity County,CA,2021-04,307678,80,6.5,4.0,0.0,0.0002995357196345,0.0,1082,0.08107433478108943,0,8,90,16060,"3,179","371,527",23.13368618,4.3,34,2.5,174,12.9,64746,64241,1,6.23e-05,25,0.001556663,24,0.001494396,1,6.23e-05
867,Modoc County,CA,2021-04,146875,39,7.3,12.0,0.0,0.0012664907651715,0.0,565,0.0596657871591908,0,0,140,8661,"3,944","357,793",41.31081861,2.4,49,5.2,166,17.8,64291,62953,2,0.00023092,17,0.001962822,15,0.001731902,2,0.00023092
868,Sierra County,CA,2021-04,275743,17,6.5,1.0,0.0,0.0003210272873194,0.0,313,0.1005885500267522,0,0,113,3283,953,"82,019",24.98294243,3.2,11,3.6,29,9.6,104352,100503,1,0.000304599,0,0.0,0,0.0,0,0.0
869,Alpine County,CA,2021-04,446454,25,8.0,2.0,0.0,0.0017905102954341,0.0,263,0.23575052223216938,0,0,163,1235,739,"99,643",80.68259109,1.6,4,3.3,24,20.0,252437,247344,0,0.0,0,0.0,0,0.0,0,0.0
870,Los Angeles County,CA,2021-05,748570,7509,9.5,5861.0,164.0,0.0005713836150264,1.598821239794232e-05,1207475,0.11771565100734997,680,1300,35,9829544,"4,060","662,418,536",67.39056624,"2,457.90","42,725",4.3,"217,493",21.8,33864,33230,131,1.33e-05,3232,0.000328805,2283,0.000232259,949,9.65e-05
871,San Diego County,CA,2021-05,742452,2520,6.3,3269.0,24.0,0.0009699093702917,7.1207784909764886e-06,428667,0.12718511472464236,556,484,26,3286069,"4,204","203,932,550",62.05972851,756.7,"10,585",3.3,"59,050",18.6,22016,21083,37,1.13e-05,1058,0.000321965,789,0.000240105,269,8.19e-05
872,Orange County,CA,2021-05,865295,2277,5.8,1309.0,27.0,0.0004054490619383,8.362967664120916e-06,394456,0.12217882771223176,292,492,32,3167809,948,"220,075,102",69.4723394,"3,903.60","6,257",2.0,"54,754",17.7,20776,20309,41,1.29e-05,959,0.000302733,642,0.000202664,317,0.000100069
873,Riverside County,CA,2021-05,482888,2260,7.1,1726.0,36.0,0.0006993106158673,1.4585852938137755e-05,210051,0.08510507553918696,436,464,30,2458395,"7,208","75,327,830",30.64106053,314.6,"6,260",2.8,"61,434",27.1,27929,28072,24,9.76e-06,697,0.000283518,538,0.000218842,159,6.47e-05
874,San Bernardino County,CA,2021-05,435941,2345,7.2,1606.0,52.0,0.0007242723227855,2.3450909579606364e-05,186359,0.08404415144837933,352,536,29,2194710,"20,062","78,146,465",35.60673848,103.6,"8,281",4.0,"54,778",26.4,29477,27905,32,1.46e-05,740,0.000337174,587,0.000267461,153,6.97e-05
875,Santa Clara County,CA,2021-05,1407971,1182,4.7,1116.0,16.0,0.0005671927769321,8.131796085048423e-06,424550,0.21577246556904342,68,272,28,1885508,"1,291","282,946,368",150.0637324,"1,427.30","4,676",2.5,"43,084",23.4,39774,38937,17,9.02e-06,631,0.000334658,426,0.000225934,205,0.000108724
876,Alameda County,CA,2021-05,1064499,1004,5.9,1569.0,24.0,0.0009306679099298,1.4235838010399277e-05,271263,0.1609025363122615,80,152,23,1648556,738,119117078,72.25540291,2109.8,10356,6.6,57620,37.0,27341,26306,27,1.64e-05,562,0.000340904,401,0.000243243,161,9.77e-05
877,Sacramento County,CA,2021-05,471612,987,6.7,2914.0,36.0,0.0018584479982142,2.295954973771905e-05,163081,0.1040076106655613,140,260,25,1588921,966,"77,961,074",49.06541861,"1,503.00","7,452",5.1,"40,246",27.8,33750,33214,19,1.2e-05,511,0.000321602,398,0.000250484,113,7.11e-05
878,Contra Costa County,CA,2021-05,824303,751,6.2,1571.0,14.0,0.0013541947713083,1.2067935581359868e-05,144814,0.12482957632638826,64,112,24,1161413,720,"71,878,033",61.88843504,"1,496.00","3,650",3.4,"32,232",29.8,38948,37226,12,1.03e-05,394,0.000339242,289,0.000248835,105,9.04e-05
879,Fresno County,CA,2021-05,323472,602,8.7,1116.0,32.0,0.0010811575360846,3.100093293432549e-05,63472,0.061490673401619296,52,136,16,1013581,"5,963","39,921,581",39.38667063,159.2,"4,547",4.8,"32,535",34.3,26135,25200,15,1.48e-05,421,0.000415359,367,0.000362083,54,5.33e-05
880,Kern County,CA,2021-05,276820,816,10.0,824.0,12.0,0.0008886482732291,1.2941479707220592e-05,50833,0.05482154598197606,100,176,22,917673,"8,142","46,781,960",50.97889989,105.5,"4,465",5.2,"28,283",33.0,34507,33308,15,1.63e-05,329,0.000358516,276,0.000300761,53,5.78e-05
881,Ventura County,CA,2021-05,717495,574,5.8,595.0,12.0,0.0006977450521667,1.4072169119328476e-05,98628,0.11565954888534734,48,116,31,839784,"1,846","46,470,387",55.33611857,453.5,"1,890",2.3,"16,812",20.1,30789,30258,13,1.55e-05,310,0.000369143,226,0.000269117,84,0.000100026
882,San Francisco County,CA,2021-05,1452729,946,5.1,492.0,5.0,0.0005513964226475,5.6036221813780426e-06,154948,0.17365475710165726,24,180,37,815201,47,"155,258,114",190.4537826,"17,680.10","6,822",8.2,"45,936",55.4,32198,34059,18,2.21e-05,242,0.000296859,134,0.000164377,108,0.000132483
883,San Mateo County,CA,2021-05,1508780,540,4.6,475.0,8.0,0.0006105390610037,1.0282763132695202e-05,128588,0.16527999321337652,16,112,32,737888,449,"113,829,269",154.2636132,"1,649.70","1,561",2.1,"14,186",19.2,32749,30849,11,1.49e-05,269,0.000364554,182,0.00024665,87,0.000117904
884,San Joaquin County,CA,2021-05,464054,434,8.3,1251.0,27.0,0.0015986301107284,3.450280814521848e-05,71570,0.0914579992204921,60,104,25,789410,"1,399","26,787,016",33.93295753,503.9,"5,346",7.6,"25,092",35.8,29849,29388,10,1.27e-05,289,0.000366096,251,0.000317959,38,4.81e-05
885,Stanislaus County,CA,2021-05,393562,319,8.0,1297.0,20.0,0.0023065855953107,3.556801226385062e-05,40361,0.07177802714906377,36,80,27,552999,"1,495","20,632,799",37.31073474,349.8,"2,826",5.4,"18,559",35.5,28292,27638,12,2.17e-05,231,0.000417722,197,0.000356239,34,6.15e-05
886,Sonoma County,CA,2021-05,732355,662,5.2,541.0,1.0,0.0010892588207816,2.0134174136445277e-06,58375,0.11753391266063701,44,196,31,485887,"1,576","26,325,465",54.18022092,312.1,"1,821",3.7,"8,583",17.5,31332,30726,12,2.47e-05,231,0.000475419,181,0.000372515,50,0.000102905
887,Tulare County,CA,2021-05,272720,322,10.2,462.0,10.0,0.0009537119418359,2.064311562415492e-05,23229,0.047953269491057694,52,56,30,477054,"4,824","16,847,054",35.31477359,93.5,"1,903",4.2,"11,398",25.3,27942,27295,7,1.47e-05,223,0.000467452,204,0.000427625,19,3.98e-05
888,Santa Barbara County,CA,2021-05,757856,424,5.4,258.0,1.0,0.0005653270460785,2.1911901010795998e-06,50072,0.1097172707412578,16,72,33,446475,"2,738","25,885,092",57.97657652,157.8,"1,294",3.0,"9,088",21.1,31421,30901,9,2.02e-05,173,0.00038748,129,0.00028893,44,9.85e-05
889,Monterey County,CA,2021-05,703776,289,7.2,239.0,5.0,0.0005326118930675,1.114250822317107e-05,52071,0.11604030913774817,8,36,36,437325,"3,322","25,122,789",57.44649631,129.5,"1,833",4.3,"10,577",24.9,35896,35092,4,9.15e-06,177,0.000404733,155,0.000354427,22,5.03e-05
890,Solano County,CA,2021-05,525225,243,7.1,759.0,3.0,0.0017084782388493,6.752878414424148e-06,41248,0.09284757627938904,52,52,18,451716,828,"20,899,701",46.26734718,513.1,"2,109",5.0,"13,453",31.9,26180,25558,7,1.55e-05,136,0.000301074,107,0.000236874,29,6.42e-05
891,Placer County,CA,2021-05,605982,464,4.9,638.0,6.0,0.0015932713006388,1.4983742639236428e-05,39269,0.09806609828336253,52,124,27,412300,"1,407","19,894,372",48.2521756,256.9,596,1.6,"6,643",18.4,27036,27085,4,9.7e-06,170,0.000412321,135,0.000327431,35,8.49e-05
892,San Luis Obispo County,CA,2021-05,719545,348,5.2,272.0,1.0,0.0009753928466409,3.5860031126507016e-06,25528,0.09154468279411808,12,80,36,283159,"3,304","15,449,070",54.55969967,83.1,"1,177",4.3,"5,683",20.7,32267,30230,6,2.12e-05,110,0.000388474,87,0.000307248,23,8.12e-05
893,Santa Cruz County,CA,2021-05,1039688,225,6.7,125.0,1.0,0.0004562060445476,3.649648356380863e-06,39497,0.14415016113197493,8,56,27,267792,446,"12,786,326",47.74722919,600.2,"1,139",4.3,"8,121",30.4,29521,29605,5,1.87e-05,117,0.000436906,86,0.000321145,31,0.000115761
894,Merced County,CA,2021-05,344458,198,9.8,411.0,18.0,0.0014299631201725,6.262612205135342e-05,14905,0.051857908287523465,32,24,36,286461,"1,929","9,012,107",31.46015339,135.2,"1,485",5.7,"7,126",27.2,28533,28121,3,1.05e-05,134,0.000467777,116,0.000404942,18,6.28e-05
895,Marin County,CA,2021-05,1374742,279,4.3,158.0,3.0,0.0006058282208588,1.1503067484662576e-05,31853,0.12213829243353773,4,60,26,260206,520,"22,815,861",87.68383896,493.4,454,1.8,"4,565",17.8,34416,32310,4,1.54e-05,127,0.000488075,79,0.000303606,48,0.000184469
896,Butte County,CA,2021-05,371563,254,6.5,393.0,5.0,0.001804664575766,2.2960109106438477e-05,11315,0.0519602575818107,16,76,35,208309,"1,640","8,434,322",40.48947477,135.4,678,3.1,"6,631",29.9,30734,28860,7,3.36e-05,113,0.000542463,97,0.000465654,16,7.68e-05
897,Yolo County,CA,2021-05,538361,119,5.5,242.0,2.0,0.0010822317228055,8.944063824839454e-06,24949,0.11157421486026382,16,24,30,216986,"1,012","13,013,233",59.97268487,201.2,757,3.7,"5,507",27.0,25065,24354,2,9.22e-06,80,0.000368687,68,0.000313384,12,5.53e-05
898,El Dorado County,CA,2021-05,595615,348,5.5,284.0,3.0,0.0014707557820381,1.5536152627163412e-05,16438,0.08513121144013226,24,100,28,193221,"1,712","7,238,157",37.46050895,106.3,409,2.3,"3,138",17.3,29023,28768,3,1.55e-05,91,0.000470963,69,0.000357104,22,0.000113859
899,Shasta County,CA,2021-05,334784,305,6.3,493.0,5.0,0.0027708304060699,2.810172825628776e-05,6996,0.03932368507329866,36,76,23,182139,"3,786","7,437,919",40.8364985,47.3,"1,275",7.1,"5,705",32.0,28792,27515,7,3.84e-05,120,0.000658837,97,0.00053256,23,0.000126277
900,Imperial County,CA,2021-05,281953,59,16.1,343.0,7.0,0.0017897301838256,3.652510579235999e-05,22849,0.11922664176002297,8,12,28,179851,"4,175","8,155,429",45.34547487,42.4,583,3.3,"5,536",31.3,29846,29899,2,1.11e-05,88,0.000489294,77,0.000428132,11,6.12e-05
901,Kings County,CA,2021-05,277751,107,9.1,153.0,2.0,0.000977985732914,1.278412722763417e-05,6316,0.04037653516061117,12,28,35,153443,"1,390","5,924,008",38.60722223,109,696,4.6,"3,475",23.0,24498,24704,4,2.61e-05,78,0.000508332,72,0.00046923,6,3.91e-05
902,Madera County,CA,2021-05,332360,251,8.3,154.0,3.0,0.0009619649070204,1.8739576110788376e-05,10303,0.06436211524006423,8,56,29,159410,"2,138","6,012,170",37.71513707,71.3,888,5.8,"3,380",22.2,23808,23972,2,1.25e-05,96,0.000602221,85,0.000533216,11,6.9e-05
903,Napa County,CA,2021-05,804728,238,5.6,118.0,1.0,0.0008449574657004,7.160656488986911e-06,16328,0.1169215860376745,4,52,37,136207,754,"9,870,652",72.46802294,186.1,534,3.8,"2,385",17.1,36958,35231,3,2.2e-05,61,0.000447848,42,0.000308354,19,0.000139494
904,Humboldt County,CA,2021-05,374714,137,5.7,442.0,5.0,0.0032960968843681,3.7286163850318426e-05,13687,0.1020696306681183,4,28,22,136310,"3,573","4,986,467",36.58181351,37.8,485,3.6,"4,787",35.5,31924,32019,6,4.4e-05,104,0.000762967,92,0.000674932,12,8.8e-05
905,Nevada County,CA,2021-05,602198,371,5.4,151.0,1.0,0.0015297335629622,1.0130685847431873e-05,7700,0.07801303481579024,16,72,43,103487,958,"3,940,019",38.07259849,103,308,3.1,"1,591",16.1,26949,26407,2,1.93e-05,51,0.000492816,41,0.000396185,10,9.66e-05
906,Sutter County,CA,2021-05,371449,75,8.6,159.0,1.0,0.0015035887542909,9.456533045854729e-06,6436,0.060862246683121034,0,24,29,99063,603,"3,095,179",31.24455145,157.8,316,3.3,"2,364",24.9,27675,27947,4,4.04e-05,53,0.000535013,47,0.000474446,6,6.06e-05
907,Mendocino County,CA,2021-05,470022,189,5.9,187.0,1.0,0.0021144517690159,1.1307228711315144e-05,5555,0.06281542456759283,0,40,48,91305,"3,509","3,261,212",35.71778106,25,512,5.8,"1,546",17.6,40129,39101,3,3.29e-05,82,0.000898089,70,0.000766661,12,0.000131428
908,Yuba County,CA,2021-05,336678,89,8.2,184.0,3.0,0.0023205952831378,3.783579265985622e-05,4758,0.0600117711354942,8,12,30,83421,630,"2,948,046",35.33937498,115.6,296,4.1,"2,135",29.2,36427,34662,2,2.4e-05,47,0.000563407,42,0.00050347,5,5.99e-05
909,Lake County,CA,2021-05,297582,203,6.9,71.0,3.0,0.0010944798137842,4.624562593454702e-05,4127,0.06362370448017324,8,32,43,68766,"1,258","1,768,943",25.7240933,51.1,307,4.8,"1,832",28.5,35392,33872,2,2.91e-05,55,0.000799814,46,0.000668935,9,0.000130879
910,Tehama County,CA,2021-05,276994,165,6.8,120.0,1.0,0.0018213553919708,1.5177961599757151e-05,2535,0.038486251296450835,8,40,38,65498,"2,951","1,882,273",28.73786986,21.5,321,5.1,"1,589",25.1,31276,31226,1,1.53e-05,54,0.000824453,42,0.000641241,12,0.000183212
911,Tuolumne County,CA,2021-05,332853,212,6.8,50.0,3.0,0.0009550915932837,5.730549559702775e-05,3005,0.057407372033644766,4,80,32,55810,"2,236","2,455,844",44.00365526,24.5,151,2.8,"1,157",21.3,40378,40389,3,5.38e-05,39,0.000698799,31,0.000555456,8,0.000143343
912,San Benito County,CA,2021-05,733835,39,7.1,44.0,0.0,0.0006872637530848,0.0,7936,0.12395738964730867,0,4,28,66677,"1,389","2,075,377",31.1258305,41,196,3.4,736,12.9,23295,22862,2,3e-05,36,0.000539916,29,0.000434933,7,0.000104984
913,Calaveras County,CA,2021-05,401097,182,5.3,77.0,3.0,0.0017385806859491,6.7736909842173e-05,2596,0.0586225323067428,4,44,28,46221,"1,020","1,292,735",27.96856407,44,113,2.5,989,22.0,33400,33016,1,2.16e-05,26,0.000562515,22,0.000475974,4,8.65e-05
914,Siskiyou County,CA,2021-05,243788,105,7.0,170.0,13.0,0.0038675038675038,0.0002957502957502,1954,0.0444611277944612,4,16,42,44118,"6,287","1,546,848",35.06160751,7.1,137,3.1,724,16.4,37841,37241,2,4.53e-05,57,0.00129199,50,0.001133324,7,0.000158665
915,Amador County,CA,2021-05,361426,89,6.3,42.0,0.0,0.0010900314032856,0.0,2235,0.05800524253198717,4,20,35,41259,606,"1,570,431",38.06274995,62.5,81,2.2,629,16.9,30909,30810,1,2.42e-05,19,0.000460506,16,0.000387794,3,7.27e-05
916,Lassen County,CA,2021-05,200571,128,5.3,47.0,0.0,0.0015632795609512,0.0,656,0.0218415654969787,0,44,29,33159,"4,558","1,071,059",32.30070267,7.3,140,4.2,521,15.6,32798,31720,1,3.02e-05,31,0.000934889,29,0.000874574,2,6.03e-05
917,Del Norte County,CA,2021-05,294125,70,7.4,87.0,0.0,0.0031569780100152,0.0,1483,0.05382587028570047,0,4,56,28100,"1,008","688,089",24.48715302,27.9,165,5.9,649,23.1,40143,39264,1,3.56e-05,18,0.000640569,16,0.000569395,2,7.12e-05
918,Glenn County,CA,2021-05,289546,25,6.3,45.0,2.0,0.0015333242469674,6.814774430966335e-05,1585,0.05402980328017806,0,4,54,28805,"1,315","982,720",34.11629925,21.3,125,4.5,527,18.8,43299,43366,1,3.47e-05,35,0.001215067,32,0.001110918,3,0.000104149
919,Colusa County,CA,2021-05,284910,14,11.2,26.0,0.0,0.0011507989200194,0.0,1782,0.07888874135056563,0,0,42,21917,"1,151","1,199,687",54.73773783,18.6,40,1.9,350,16.3,42181,40480,1,4.56e-05,24,0.00109504,20,0.000912534,4,0.000182507
920,Plumas County,CA,2021-05,313510,133,7.5,20.0,0.0,0.0010527978101805,0.0,976,0.0514116263971503,4,20,51,19915,"2,554","1,006,000",50.51468742,7.6,91,4.7,312,16.2,49764,48982,3,0.00015064,19,0.000954055,16,0.000803415,3,0.00015064
921,Inyo County,CA,2021-05,406551,29,5.5,5.0,0.0,0.0002709586517097,0.0,1443,0.07821673079354753,0,0,51,18970,"10,192","1,224,445",64.54638904,1.8,106,5.7,303,16.4,64893,62300,2,0.00010543,29,0.00152873,28,0.001476015,1,5.27e-05
922,Mariposa County,CA,2021-05,335005,62,7.0,13.0,0.0,0.0007305422871593,0.0,911,0.051212887515219664,0,16,55,17147,"1,451","664,863",38.77430454,12.4,71,4.0,276,15.4,58085,57969,1,5.83e-05,17,0.000991427,16,0.000933108,1,5.83e-05
923,Mono County,CA,2021-05,531347,79,7.2,14.0,0.0,0.0010027934961678,0.0,677,0.04853998042165067,4,8,36,13247,"3,044","1,027,563",77.56948743,4.7,36,2.5,184,13.0,67323,67973,1,7.55e-05,0,0.0,0,0.0,0,0.0
924,Trinity County,CA,2021-05,312293,93,5.6,1.0,0.0,7.48839299086416e-05,0.0,858,0.06430033448155366,4,16,51,16060,"3,179","371,527",23.13368618,4.3,34,2.5,174,12.9,64746,64241,1,6.23e-05,25,0.001556663,24,0.001494396,1,6.23e-05
925,Modoc County,CA,2021-05,148921,34,5.8,13.0,0.0,0.0013720316622691,0.0,247,0.026103781882146,0,0,95,8661,"3,944","357,793",41.31081861,2.4,49,5.2,166,17.8,64291,62953,2,0.00023092,17,0.001962822,15,0.001731902,2,0.00023092
