,RegionName,State_x,Date,Price,Housing Inventory,UnemploymentRate,cases,cases_rate,deaths,death_rate,fully_vaccinated,fully_vaccinated_rate,Population,Area,GDP,GDPpp
713,Tulare County,CA,2021-02,262009.0,323.0,11.6,2430.0,0.0050162770966696,92.0,0.0001899166637422,64463.0,0.1330717162479898,477054,4824,16847054,35.31477359
714,Santa Barbara County,CA,2021-02,719695.0,498.0,7.2,2600.0,0.0056970942628069,75.0,0.0001643392575809,95481.0,0.2092170220411814,446475,2738,25885092,57.97657652
715,Monterey County,CA,2021-02,673164.0,307.0,11.1,2074.0,0.0046219124109713,68.0,0.0001515381118351,60918.0,0.135755863187827,437325,3322,25122789,57.44649631
716,Solano County,CA,2021-02,497832.0,202.0,8.1,1620.0,0.003646554343789,30.0,6.752878414424146e-05,84649.0,0.1905414683008632,451716,828,20899701,46.26734718
717,Placer County,CA,2021-02,573220.0,380.0,5.7,1146.0,0.0028618948440941,29.0,7.242142275630943e-05,113873.0,0.2843739542596283,412300,1407,19894372,48.2521756
718,San Luis Obispo County,CA,2021-02,691373.0,316.0,6.3,1455.0,0.0052176345289067,29.0,0.0001039940902668,52954.0,0.1898932088273052,283159,3304,15449070,54.55969967
719,Santa Cruz County,CA,2021-02,972667.0,159.0,8.5,900.0,0.0032846835207427,27.0,9.85405056222833e-05,69679.0,0.254303847824262,267792,446,12786326,47.74722919
720,Merced County,CA,2021-02,322563.0,206.0,11.6,2075.0,0.0072194001809199,48.0,0.0001670029921369,29832.0,0.1037923596131097,286461,1929,9012107,31.46015339
721,Marin County,CA,2021-02,1317845.0,216.0,5.0,770.0,0.00295245398773,8.0,3.067484662576687e-05,75523.0,0.2895820552147241,260206,520,22815861,87.68383896
722,Butte County,CA,2021-02,359281.0,250.0,7.7,609.0,0.0027965412891642,11.0,5.051224003416465e-05,48369.0,0.2221115034738647,208309,1640,8434322,40.48947477
723,Yolo County,CA,2021-02,520400.0,108.0,6.9,755.0,0.0033763840938768,9.0,4.024828721177755e-05,46707.0,0.2088751945333881,216986,1012,13013233,59.97268487
724,El Dorado County,CA,2021-02,559328.0,284.0,6.6,543.0,0.0028120436255165,12.0,6.214461050865363e-05,44258.0,0.2291996809909989,193221,1712,7238157,37.46050895
725,Shasta County,CA,2021-02,315431.0,293.0,7.8,556.0,0.0031249121820991,14.0,7.868483911760573e-05,30595.0,0.1719544752002249,182139,3786,7437919,40.8364985
726,Imperial County,CA,2021-02,255010.0,57.0,16.0,623.0,0.00325073441552,41.0,0.0002139327624981,24247.0,0.1265177485924789,179851,4175,8155429,45.34547487
727,Kings County,CA,2021-02,270774.0,120.0,10.7,1063.0,0.0067947636214875,34.0,0.0002173301628697,16073.0,0.102739638464882,153443,1390,5924008,38.60722223
728,Madera County,CA,2021-02,315699.0,234.0,9.6,803.0,0.005015959872321,32.0,0.0001998888118484,21793.0,0.1361305273941367,159410,2138,6012170,37.71513707
729,Napa County,CA,2021-02,784491.0,214.0,7.1,519.0,0.0037163807177842,12.0,8.592787786784295e-05,48682.0,0.3485950791968605,136207,754,9870652,72.46802294
730,Humboldt County,CA,2021-02,357586.0,109.0,7.0,332.0,0.0024758012796611,3.0,2.237169831019105e-05,34812.0,0.2596011871914572,136310,3573,4986467,36.58181351
731,Nevada County,CA,2021-02,570100.0,316.0,6.3,351.0,0.0035558707324485,1.0,1.0130685847431873e-05,20502.0,0.207699321244048,103487,958,3940019,38.07259849
732,Sutter County,CA,2021-02,359921.0,70.0,10.5,474.0,0.0044823966637351,8.0,7.565226436683783e-05,16281.0,0.1539618145195607,99063,603,3095179,31.24455145
733,Mendocino County,CA,2021-02,450964.0,135.0,7.4,311.0,0.003516548129219,5.0,5.653614355657572e-05,28682.0,0.3243139338979412,91305,3509,3261212,35.71778106
734,Yuba County,CA,2021-02,323575.0,64.0,9.9,334.0,0.0042123849161306,5.0,6.30596544330937e-05,7992.0,0.1007945516458571,83421,630,2948046,35.33937498
735,Lake County,CA,2021-02,283072.0,233.0,8.3,292.0,0.0045012409242959,6.0,9.249125186909406e-05,12930.0,0.199318647777897,68766,1258,1768943,25.7240933
736,Tehama County,CA,2021-02,258343.0,165.0,8.1,253.0,0.0038400242847385,9.0,0.0001366016543978,11881.0,0.1803293617667148,65498,2951,1882273,28.73786986
737,Tuolumne County,CA,2021-02,309672.0,157.0,8.6,347.0,0.0066283356573895,7.0,0.0001337128230597,11009.0,0.2102920670092263,55810,2236,2455844,44.00365526
738,San Benito County,CA,2021-02,680038.0,40.0,8.6,281.0,0.004389116241292,7.0,0.0001093374152635,8052.0,0.1257692668145327,66677,1389,2075377,31.1258305
739,Calaveras County,CA,2021-02,377400.0,145.0,6.6,119.0,0.0026868974237395,8.0,0.0001806317595791,8118.0,0.1832960780329203,46221,1020,1292735,27.96856407
740,Siskiyou County,CA,2021-02,232185.0,84.0,9.8,163.0,0.0037082537082537,1.0,2.275002275002275e-05,9311.0,0.211825461825462,44118,6287,1546848,35.06160751
741,Amador County,CA,2021-02,359941.0,75.0,7.8,190.0,0.0049310944434351,6.0,0.0001557187718979,7743.0,0.2009550751343073,41259,606,1570431,38.06274995
742,Lassen County,CA,2021-02,190148.0,55.0,6.9,167.0,0.0055546316314651,2.0,6.652253450856478e-05,3837.0,0.1276234824546813,33159,4558,1071059,32.30070267
743,Del Norte County,CA,2021-02,281372.0,75.0,8.6,126.0,0.0045721750489875,2.0,7.257420712678714e-05,3592.0,0.1303432759997099,28100,1008,688089,24.48715302
744,Glenn County,CA,2021-02,274034.0,30.0,7.7,127.0,0.0043273817636636,0.0,0.0,4727.0,0.1610671936758892,28805,1315,982720,34.11629925
745,Colusa County,CA,2021-02,270923.0,30.0,16.3,98.0,0.0043376266985349,1.0,4.426149692382596e-05,2626.0,0.1162306909219668,21917,1151,1199687,54.73773783
746,Plumas County,CA,2021-02,298334.0,112.0,12.4,21.0,0.0011054377006895,0.0,0.0,3082.0,0.1622361425488232,19915,2554,1006000,50.51468742
747,Inyo County,CA,2021-02,388319.0,16.0,6.6,203.0,0.0110009212594158,2.0,0.0001083834606838,3704.0,0.200726169186582,18970,10192,1224445,64.54638904
748,Mariposa County,CA,2021-02,319375.0,49.0,10.1,19.0,0.0010677156504636,1.0,5.6195560550716494e-05,1740.0,0.0977802753582467,17147,1451,664863,38.77430454
749,Mono County,CA,2021-02,505652.0,48.0,8.0,49.0,0.0035097772365876,0.0,0.0,8654.0,0.6198696368454976,13247,3044,1027563,77.56948743
750,Trinity County,CA,2021-02,297293.0,83.0,7.6,27.0,0.0020218661075333,0.0,0.0,879.0,0.0658229743896958,16060,3179,371527,23.13368618
751,Modoc County,CA,2021-02,142612.0,42.0,9.5,28.0,0.0029551451187335,0.0,0.0,2816.0,0.2972031662269128,8661,3944,357793,41.31081861
752,Sierra County,CA,2021-02,265940.0,22.0,7.7,3.0,0.0009630818619582,0.0,0.0,945.0,0.3033707865168538,3283,953,82019,24.98294243
753,Alpine County,CA,2021-02,432052.0,28.0,7.1,7.0,0.0062667860340196,0.0,0.0,579.0,0.5183527305282007,1235,739,99643,80.68259109
754,Los Angeles County,CA,2021-03,724202.0,7352.0,10.4,15824.0,0.0015426675182014,901.0,8.783767908869529e-05,3191015.0,0.3110891803964628,9829544,4060,662418536,67.39056624
755,San Diego County,CA,2021-03,707104.0,2180.0,6.8,6928.0,0.0020555313910618,145.0,4.302137004964964e-05,1156447.0,0.3431167884814287,3286069,4204,203932550,62.05972851
756,Orange County,CA,2021-03,833837.0,2374.0,6.3,3995.0,0.0012374094747467,202.0,6.256738770934905e-05,912296.0,0.2825741462261797,3167809,948,220075102,69.4723394
757,Riverside County,CA,2021-03,460444.0,2082.0,7.6,3778.0,0.0015307042333412,128.0,5.1860810446712e-05,692506.0,0.2805775187438341,2458395,7208,75327830,30.64106053
758,San Bernardino County,CA,2021-03,417359.0,1839.0,7.7,3089.0,0.0013930742248346,160.0,7.215664486032729e-05,530130.0,0.2390775133737829,2194710,20062,78146465,35.60673848
759,Santa Clara County,CA,2021-03,1352241.0,1126.0,5.1,3656.0,0.0018581154054335,62.0,3.1510709829562657e-05,730982.0,0.3715122853650538,1885508,1291,282946368,150.0637324
760,Alameda County,CA,2021-03,1010317.0,879.0,6.4,2912.0,0.0017272816785951,54.0,3.203063552339837e-05,814675.0,0.483232555463418,1648556,738,119117078,72.25540291
761,Sacramento County,CA,2021-03,454031.0,802.0,7.3,4516.0,0.0028801479615427,64.0,4.0816977311500496e-05,503572.0,0.3211607327922957,1588921,966,77961074,49.06541861
762,Contra Costa County,CA,2021-03,788006.0,731.0,6.7,2575.0,0.0022196381515715,28.0,2.413587116271973e-05,501489.0,0.4322812104828981,1161413,720,71878033,61.88843504
763,Fresno County,CA,2021-03,310625.0,532.0,9.9,3359.0,0.0032541291789499,63.0,6.103308671445331e-05,329444.0,0.3191584796754976,1013581,5963,39921581,39.38667063
764,Kern County,CA,2021-03,268458.0,772.0,11.1,1877.0,0.0020242631175377,74.0,7.980579152786033e-05,220579.0,0.2378848876949172,917673,8142,46781960,50.97889989
765,Ventura County,CA,2021-03,688368.0,532.0,6.4,1859.0,0.0021800135327359,56.0,6.567012255686621e-05,319953.0,0.3752027271863751,839784,1846,46470387,55.33611857
766,San Francisco County,CA,2021-03,1426425.0,939.0,5.4,1105.0,0.0012384005020845,23.0,2.5776662034339e-05,449292.0,0.5035325234231407,815201,47,155258114,190.4537826
767,San Mateo County,CA,2021-03,1461558.0,544.0,4.9,1252.0,0.0016092524302667,18.0,2.313621704856421e-05,369017.0,0.4743143003672235,737888,449,113829269,154.2636132
768,San Joaquin County,CA,2021-03,447860.0,378.0,9.1,2936.0,0.0037518609153467,56.0,7.156137985674944e-05,214958.0,0.2746909123436986,789410,1399,26787016,33.93295753
769,Stanislaus County,CA,2021-03,379769.0,265.0,8.7,2471.0,0.0043944279151987,49.0,8.714163004643402e-05,144027.0,0.2561377051162807,552999,1495,20632799,37.31073474
770,Sonoma County,CA,2021-03,710666.0,554.0,5.9,1001.0,0.0020154308310581,9.0,1.8120756722800747e-05,249210.0,0.5017637536543528,485887,1576,26325465,54.18022092
771,Tulare County,CA,2021-03,265183.0,320.0,11.6,968.0,0.0019982535924181,28.0,5.780072374763378e-05,125264.0,0.2585839235544138,477054,4824,16847054,35.31477359
772,Santa Barbara County,CA,2021-03,730243.0,449.0,6.6,1061.0,0.0023248526972454,19.0,4.163261192051239e-05,124901.0,0.2736818348149432,446475,2738,25885092,57.97657652
773,Monterey County,CA,2021-03,683088.0,280.0,10.5,588.0,0.0013103589670449,17.0,3.7884527958781625e-05,129936.0,0.2895625896971914,437325,3322,25122789,57.44649631
774,Solano County,CA,2021-03,506608.0,189.0,7.7,1049.0,0.0023612564855769,9.0,2.0258635243272445e-05,155662.0,0.3503888532486973,451716,828,20899701,46.26734718
775,Placer County,CA,2021-03,581184.0,401.0,5.4,1030.0,0.0025722091530689,6.0,1.4983742639236428e-05,140296.0,0.3503598595523856,412300,1407,19894372,48.2521756
776,San Luis Obispo County,CA,2021-03,700537.0,299.0,5.8,809.0,0.0029010765181344,7.0,2.510202178855491e-05,98917.0,0.3547166698940692,283159,3304,15449070,54.55969967
777,Santa Cruz County,CA,2021-03,984967.0,172.0,8.2,415.0,0.001514604067898,9.0,3.2846835207427765e-05,115149.0,0.4202533585888999,267792,446,12786326,47.74722919
778,Merced County,CA,2021-03,328885.0,198.0,11.4,1356.0,0.0047178345278686,33.0,0.0001148145570941,81043.0,0.2819671560782132,286461,1929,9012107,31.46015339
779,Marin County,CA,2021-03,1330031.0,231.0,4.7,422.0,0.0016180981595092,13.0,4.984662576687115e-05,159732.0,0.612469325153374,260206,520,22815861,87.68383896
780,Butte County,CA,2021-03,363142.0,250.0,7.4,332.0,0.0015245512446675,11.0,5.051224003416464e-05,60468.0,0.2776703754896246,208309,1640,8434322,40.48947477
781,Yolo County,CA,2021-03,525627.0,116.0,6.4,437.0,0.0019542779457274,9.0,4.0248287211777546e-05,89271.0,0.3992227608536209,216986,1012,13013233,59.97268487
782,El Dorado County,CA,2021-03,570137.0,288.0,6.2,329.0,0.0017037980714455,1.0,5.178717542387803e-06,66608.0,0.3449440180633666,193221,1712,7238157,37.46050895
783,Shasta County,CA,2021-03,320003.0,291.0,7.5,380.0,0.0021357313474778,12.0,6.744414781509063e-05,48497.0,0.2725699030490374,182139,3786,7437919,40.8364985
784,Imperial County,CA,2021-03,261928.0,55.0,15.7,432.0,0.0022541208146142,9.0,4.696085030446284e-05,67869.0,0.354131772145954,179851,4175,8155429,45.34547487
785,Kings County,CA,2021-03,273517.0,132.0,10.5,509.0,0.0032535603794328,10.0,6.392063613817085e-05,34747.0,0.222105034389302,153443,1390,5924008,38.60722223
786,Madera County,CA,2021-03,320739.0,236.0,9.5,487.0,0.0030420578553179,8.0,4.9972202962102334e-05,46882.0,0.2928496024086607,159410,2138,6012170,37.71513707
787,Napa County,CA,2021-03,789195.0,218.0,6.5,381.0,0.002728210122304,2.0,1.432131297797382e-05,56763.0,0.4064603442843633,136207,754,9870652,72.46802294
788,Humboldt County,CA,2021-03,361453.0,113.0,6.6,278.0,0.0020731107100777,4.0,2.982893108025474e-05,43440.0,0.3239421915315665,136310,3573,4986467,36.58181351
789,Nevada County,CA,2021-03,584572.0,299.0,6.1,331.0,0.0033532570154999,1.0,1.0130685847431873e-05,41623.0,0.4216695370276561,103487,958,3940019,38.07259849
790,Sutter County,CA,2021-03,362816.0,66.0,10.3,278.0,0.0026289161867476,8.0,7.565226436683783e-05,32241.0,0.304888081931402,99063,603,3095179,31.24455145
791,Mendocino County,CA,2021-03,456464.0,141.0,7.1,110.0,0.0012437951582446,3.0,3.392168613394543e-05,46221.0,0.5226314182656971,91305,3509,3261212,35.71778106
792,Yuba County,CA,2021-03,326688.0,69.0,9.7,227.0,0.0028629083112624,2.0,2.5223861773237483e-05,16839.0,0.2123723041997729,83421,630,2948046,35.33937498
793,Lake County,CA,2021-03,288327.0,196.0,7.9,164.0,0.0025280942177552,1.0,1.5415208644849008e-05,22987.0,0.3543494011191435,68766,1258,1768943,25.7240933
794,Tehama County,CA,2021-03,261707.0,144.0,7.9,193.0,0.0029293465887531,2.0,3.0355923199514302e-05,11066.0,0.1679593230629125,65498,2951,1882273,28.73786986
795,Tuolumne County,CA,2021-03,313292.0,153.0,8.2,74.0,0.00141353555806,2.0,3.820366373135184e-05,21270.0,0.4062959637829268,55810,2236,2455844,44.00365526
796,San Benito County,CA,2021-03,693864.0,43.0,8.2,131.0,0.0020461716285027,1.0,1.5619630751929024e-05,19983.0,0.3121270813157977,66677,1389,2075377,31.1258305
797,Calaveras County,CA,2021-03,382723.0,134.0,6.3,95.0,0.0021450021450021,0.0,0.0,18411.0,0.4157014157014167,46221,1020,1292735,27.96856407
798,Siskiyou County,CA,2021-03,237108.0,83.0,9.3,68.0,0.0015470015470015,3.0,6.825006825006825e-05,12733.0,0.2896760396760398,44118,6287,1546848,35.06160751
799,Amador County,CA,2021-03,361766.0,76.0,7.4,103.0,0.0026731722509148,4.0,0.0001038125145986,15748.0,0.4087098699748261,41259,606,1570431,38.06274995
800,Lassen County,CA,2021-03,194488.0,56.0,6.6,20.0,0.0006652253450856,0.0,0.0,3499.0,0.1163811741227338,33159,4558,1071059,32.30070267
801,Del Norte County,CA,2021-03,287507.0,73.0,8.3,184.0,0.0066768270556644,0.0,0.0,7060.0,0.2561869511575586,28100,1008,688089,24.48715302
802,Glenn County,CA,2021-03,280690.0,30.0,7.4,97.0,0.0033051655990186,1.0,3.407387215483168e-05,8151.0,0.2777361319340329,28805,1315,982720,34.11629925
803,Colusa County,CA,2021-03,276610.0,24.0,15.6,16.0,0.0007081839507812,1.0,4.426149692382596e-05,7760.0,0.3434692161288889,21917,1151,1199687,54.73773783
804,Plumas County,CA,2021-03,304664.0,114.0,11.9,29.0,0.0015265568247618,0.0,0.0,7134.0,0.375532978891403,19915,2554,1006000,50.51468742
805,Inyo County,CA,2021-03,395571.0,26.0,6.4,66.0,0.0035766542025686,1.0,5.419173034194982e-05,7922.0,0.4293068877689267,18970,10192,1224445,64.54638904
806,Mariposa County,CA,2021-03,325953.0,50.0,9.3,17.0,0.0009553245293621,0.0,0.0,5770.0,0.3242483843776341,17147,1451,664863,38.77430454
807,Mono County,CA,2021-03,516116.0,58.0,7.7,50.0,0.0035814053434567,0.0,0.0,1971.0,0.1411789986390658,13247,3044,1027563,77.56948743
808,Trinity County,CA,2021-03,303031.0,79.0,7.4,10.0,0.0007488392990864,0.0,0.0,5103.0,0.3821326943237983,16060,3179,371527,23.13368618
809,Modoc County,CA,2021-03,145442.0,44.0,9.1,13.0,0.0013720316622691,0.0,0.0,2579.0,0.2721899736147755,8661,3944,357793,41.31081861
810,Sierra County,CA,2021-03,271632.0,19.0,7.4,4.0,0.0012841091492776,0.0,0.0,1300.0,0.4173354735152485,3283,953,82019,24.98294243
811,Alpine County,CA,2021-03,440771.0,27.0,7.7,5.0,0.0044762757385854,0.0,0.0,227.0,0.2032229185317816,1235,739,99643,80.68259109
812,Los Angeles County,CA,2021-04,734634.0,7406.0,10.3,11437.0,0.0011149828365565,268.0,2.6127078796637444e-05,4904275.0,0.4781133558409661,9829544,4060,662418536,67.39056624
813,San Diego County,CA,2021-04,721266.0,2247.0,6.7,6293.0,0.0018671274601547,50.0,1.4834955189534355e-05,1460673.0,0.4333803700312543,3286069,4204,203932550,62.05972851
814,Orange County,CA,2021-04,846047.0,2354.0,6.2,2747.0,0.0008508545249385,45.0,1.3938279440201524e-05,1731631.0,0.5363545947847908,3167809,948,220075102,69.4723394
815,Riverside County,CA,2021-04,470926.0,2126.0,7.5,2894.0,0.0011725405111936,41.0,1.661166584621244e-05,864716.0,0.3503505669237423,2458395,7208,75327830,30.64106053
816,San Bernardino County,CA,2021-04,425063.0,2023.0,7.6,2503.0,0.0011288005130337,88.0,3.968615467318001e-05,713532.0,0.321787969502994,2194710,20062,78146465,35.60673848
817,Santa Clara County,CA,2021-04,1368448.0,1194.0,4.9,3203.0,0.0016278839287756,32.0,1.6263592170096846e-05,1061774.0,0.5396331035253878,1885508,1291,282946368,150.0637324
818,Alameda County,CA,2021-04,1035837.0,959.0,6.3,2724.0,0.0016157676141803,37.0,2.1946916932698887e-05,839586.0,0.4980087621582953,1648556,738,119117078,72.25540291
819,Sacramento County,CA,2021-04,462950.0,887.0,7.1,4325.0,0.0027583347948787,41.0,2.6148376090180016e-05,646904.0,0.4125729045424829,1588921,966,77961074,49.06541861
820,Contra Costa County,CA,2021-04,801134.0,732.0,6.6,2294.0,0.0019774174445456,21.0,1.81019033720398e-05,682570.0,0.5883721992692005,1161413,720,71878033,61.88843504
821,Fresno County,CA,2021-04,316128.0,551.0,9.5,1729.0,0.0016750191576077,35.0,3.3907270396918505e-05,401665.0,0.3891246789708076,1013581,5963,39921581,39.38667063
822,Kern County,CA,2021-04,272397.0,812.0,10.6,1095.0,0.0011809100232838,26.0,2.8039872698977957e-05,312095.0,0.3365809257687503,917673,8142,46781960,50.97889989
823,Ventura County,CA,2021-04,696982.0,542.0,6.1,878.0,0.0010296137072308,16.0,1.876289215910464e-05,435222.0,0.5103764657043646,839784,1846,46470387,55.33611857
824,San Francisco County,CA,2021-04,1435072.0,924.0,5.3,911.0,0.001020979961447,11.0,1.2327968799031694e-05,548361.0,0.6145615726005288,815201,47,155258114,190.4537826
825,San Mateo County,CA,2021-04,1478328.0,547.0,4.8,1046.0,0.0013444712795998,9.0,1.1568108524282102e-05,411985.0,0.5295430211529292,737888,449,113829269,154.2636132
826,San Joaquin County,CA,2021-04,454316.0,401.0,8.9,2121.0,0.0027103872620743,32.0,4.089221706099968e-05,283051.0,0.3617057166041572,789410,1399,26787016,33.93295753
827,Stanislaus County,CA,2021-04,385055.0,298.0,8.6,1958.0,0.0034821084006309,31.0,5.513041900896846e-05,200170.0,0.355982450742749,552999,1495,20632799,37.31073474
828,Sonoma County,CA,2021-04,720798.0,604.0,5.7,526.0,0.001059057559577,4.0,8.05366965457811e-06,257770.0,0.5189986067151499,485887,1576,26325465,54.18022092
829,Tulare County,CA,2021-04,268639.0,326.0,11.0,490.0,0.0010115126655835,12.0,2.47717387489859e-05,167647.0,0.3460756405042696,477054,4824,16847054,35.31477359
830,Santa Barbara County,CA,2021-04,739962.0,435.0,5.9,747.0,0.0016368190055064,7.0,1.5338330707557196e-05,238367.0,0.522307410824041,446475,2738,25885092,57.97657652
831,Monterey County,CA,2021-04,692099.0,287.0,8.6,370.0,0.0008245456085146,5.0,1.114250822317107e-05,236553.0,0.5271587495431573,437325,3322,25122789,57.44649631
832,Solano County,CA,2021-04,514464.0,220.0,7.5,1232.0,0.0027731820688568,3.0,6.752878414424148e-06,193388.0,0.4353085502695529,451716,828,20899701,46.26734718
833,Placer County,CA,2021-04,591396.0,465.0,5.2,1057.0,0.0026396359949454,7.0,1.7481033079109165e-05,152362.0,0.3804921659998904,412300,1407,19894372,48.2521756
834,San Luis Obispo County,CA,2021-04,707247.0,311.0,5.5,587.0,0.0021049838271259,2.0,7.172006225301403e-06,139499.0,0.50024384821166,283159,3304,15449070,54.55969967
835,Santa Cruz County,CA,2021-04,1005991.0,202.0,7.7,257.0,0.0009379596275898,3.0,1.0948945069142587e-05,132236.0,0.4826149000543799,267792,446,12786326,47.74722919
836,Merced County,CA,2021-04,335605.0,188.0,10.9,791.0,0.0027520701412566,15.0,5.218843504279452e-05,90237.0,0.3139551875304432,286461,1929,9012107,31.46015339
837,Marin County,CA,2021-04,1343530.0,246.0,4.6,273.0,0.0010467791411042,5.0,1.9171779141104296e-05,165855.0,0.6359470858895705,260206,520,22815861,87.68383896
838,Butte County,CA,2021-04,366917.0,243.0,7.0,489.0,0.0022454986706096,1.0,4.592021821287694e-06,76848.0,0.3528876929223167,208309,1640,8434322,40.48947477
839,Yolo County,CA,2021-04,533079.0,133.0,6.0,440.0,0.0019676940414646,5.0,2.236015956209864e-05,96595.0,0.4319759225801834,216986,1012,13013233,59.97268487
840,El Dorado County,CA,2021-04,580331.0,312.0,5.9,537.0,0.0027809713202622,1.0,5.178717542387803e-06,75092.0,0.3888802576929844,193221,1712,7238157,37.46050895
841,Shasta County,CA,2021-04,327102.0,270.0,6.9,522.0,0.0029338204299564,10.0,5.620345651257552e-05,45738.0,0.2570633693972181,182139,3786,7437919,40.8364985
842,Imperial County,CA,2021-04,272614.0,59.0,16.2,616.0,0.0032142093097276,2.0,1.0435744512102856e-05,84412.0,0.4404510328778132,179851,4175,8155429,45.34547487
843,Kings County,CA,2021-04,275302.0,119.0,10.1,219.0,0.0013998619314259,0.0,0.0,45098.0,0.2882692848559232,153443,1390,5924008,38.60722223
844,Madera County,CA,2021-04,326599.0,240.0,9.3,329.0,0.0020551068468164,6.0,3.747915222157675e-05,54958.0,0.3432965412989026,159410,2138,6012170,37.71513707
845,Napa County,CA,2021-04,794649.0,223.0,6.2,336.0,0.0024059805802996,2.0,1.432131297797382e-05,70742.0,0.5065591613439117,136207,754,9870652,72.46802294
846,Humboldt County,CA,2021-04,368003.0,130.0,6.3,402.0,0.0029978075735656,3.0,2.237169831019105e-05,55231.0,0.4118704231233874,136310,3573,4986467,36.58181351
847,Nevada County,CA,2021-04,592136.0,336.0,5.8,329.0,0.003332995643805,0.0,0.0,43750.0,0.4432175058251436,103487,958,3940019,38.07259849
848,Sutter County,CA,2021-04,365544.0,78.0,9.4,202.0,0.0019102196752626,2.0,1.8913066091709457e-05,33438.0,0.3162075519872905,99063,603,3095179,31.24455145
849,Mendocino County,CA,2021-04,466306.0,164.0,6.5,87.0,0.0009837288978844,1.0,1.1307228711315144e-05,26456.0,0.2991440427865536,91305,3509,3261212,35.71778106
850,Yuba County,CA,2021-04,331683.0,81.0,8.8,161.0,0.0020305208727456,2.0,2.5223861773237483e-05,22049.0,0.2780804641190564,83421,630,2948046,35.33937498
851,Lake County,CA,2021-04,293823.0,196.0,7.5,102.0,0.0015723512817745,3.0,4.624562593454702e-05,17331.0,0.2671609810238773,68766,1258,1768943,25.7240933
852,Tehama County,CA,2021-04,266219.0,165.0,7.4,172.0,0.0026106093951582,3.0,4.553388479927146e-05,21215.0,0.3220004553388481,65498,2951,1882273,28.73786986
853,Tuolumne County,CA,2021-04,320623.0,178.0,7.6,57.0,0.0010888044163435,5.0,9.55091593283796e-05,19067.0,0.3642146281828428,55810,2236,2455844,44.00365526
854,San Benito County,CA,2021-04,717719.0,42.0,7.6,140.0,0.00218674830527,1.0,1.5619630751929024e-05,27685.0,0.4324294773671547,66677,1389,2075377,31.1258305
855,Calaveras County,CA,2021-04,390538.0,168.0,5.9,88.0,0.0019869493553704,2.0,4.5157939894782e-05,16641.0,0.3757366388945343,46221,1020,1292735,27.96856407
856,Siskiyou County,CA,2021-04,240247.0,89.0,8.0,198.0,0.0045045045045045,1.0,2.275002275002275e-05,12702.0,0.2889707889707891,44118,6287,1546848,35.06160751
857,Amador County,CA,2021-04,361801.0,91.0,6.9,62.0,0.0016090939762788,0.0,0.0,14391.0,0.373491474397239,41259,606,1570431,38.06274995
858,Lassen County,CA,2021-04,197477.0,77.0,5.9,27.0,0.0008980542158656,0.0,0.0,6163.0,0.204989190088142,33159,4558,1071059,32.30070267
859,Del Norte County,CA,2021-04,290896.0,72.0,8.0,128.0,0.0046447492561143,3.0,0.0001088613106901,8037.0,0.2916394513389944,28100,1008,688089,24.48715302
860,Glenn County,CA,2021-04,285124.0,31.0,6.8,38.0,0.0012948071418836,0.0,0.0,10084.0,0.3436009268093229,28805,1315,982720,34.11629925
861,Colusa County,CA,2021-04,280545.0,16.0,12.9,35.0,0.0015491523923339,1.0,4.426149692382596e-05,7834.0,0.3467445669012524,21917,1151,1199687,54.73773783
862,Plumas County,CA,2021-04,308959.0,126.0,9.7,17.0,0.0008948781386534,0.0,0.0,9654.0,0.5081855029741531,19915,2554,1006000,50.51468742
863,Inyo County,CA,2021-04,400937.0,29.0,6.0,22.0,0.0011922180675228,0.0,0.0,6574.0,0.3562564352679783,18970,10192,1224445,64.54638904
864,Mariposa County,CA,2021-04,330327.0,59.0,8.1,28.0,0.00157347569542,0.0,0.0,4387.0,0.2465299241359933,17147,1451,664863,38.77430454
865,Mono County,CA,2021-04,523389.0,65.0,7.4,11.0,0.0007879091755604,0.0,0.0,6633.0,0.4751092328629752,13247,3044,1027563,77.56948743
866,Trinity County,CA,2021-04,307678.0,80.0,6.5,4.0,0.0002995357196345,0.0,0.0,3248.0,0.2432230043432683,16060,3179,371527,23.13368618
867,Modoc County,CA,2021-04,146875.0,39.0,7.3,12.0,0.0012664907651715,0.0,0.0,1696.0,0.1789973614775724,8661,3944,357793,41.31081861
868,Sierra County,CA,2021-04,275743.0,17.0,6.5,1.0,0.0003210272873194,0.0,0.0,940.0,0.3017656500802566,3283,953,82019,24.98294243
869,Alpine County,CA,2021-04,446454.0,25.0,8.0,2.0,0.0017905102954341,0.0,0.0,790.0,0.7072515666965081,1235,739,99643,80.68259109
870,Los Angeles County,CA,2021-05,748570.0,7509.0,9.5,5861.0,0.0005713836150264,164.0,1.598821239794232e-05,3622425.0,0.3531469530220499,9829544,4060,662418536,67.39056624
871,San Diego County,CA,2021-05,742452.0,2520.0,6.3,3269.0,0.0009699093702917,24.0,7.1207784909764886e-06,1286001.0,0.3815553441739271,3286069,4204,203932550,62.05972851
872,Orange County,CA,2021-05,865295.0,2277.0,5.8,1309.0,0.0004054490619383,27.0,8.362967664120916e-06,1183370.0,0.3665364831366953,3167809,948,220075102,69.4723394
873,Riverside County,CA,2021-05,482888.0,2260.0,7.1,1726.0,0.0006993106158673,36.0,1.4585852938137755e-05,630155.0,0.2553152266175609,2458395,7208,75327830,30.64106053
